Time:81.45717 Axis vector:(0.1, 0.7) Thumbrotation:10.15125
Time:81.55762 Axis vector:(0.1, 0.7) Thumbrotation:10.15335
Time:81.65842 Axis vector:(0.1, 0.7) Thumbrotation:10.15048
Time:81.75878 Axis vector:(0.1, 0.7) Thumbrotation:10.16593
Time:81.85999 Axis vector:(0.1, 0.7) Thumbrotation:10.21856
Time:81.97093 Axis vector:(0.1, 0.7) Thumbrotation:10.31576
Time:82.07157 Axis vector:(0.1, 0.7) Thumbrotation:10.3961
Time:82.17242 Axis vector:(0.1, 0.7) Thumbrotation:10.47104
Time:82.2728 Axis vector:(0.1, 0.7) Thumbrotation:10.47104
Time:82.37311 Axis vector:(0.1, 0.7) Thumbrotation:10.47104
Time:82.4736 Axis vector:(0.1, 0.7) Thumbrotation:10.5299
Time:82.57404 Axis vector:(0.1, 0.7) Thumbrotation:10.60309
Time:82.67491 Axis vector:(0.1, 0.7) Thumbrotation:10.66823
Time:82.77529 Axis vector:(0.1, 0.7) Thumbrotation:10.72207
Time:82.87565 Axis vector:(0.1, 0.7) Thumbrotation:10.77225
Time:82.97623 Axis vector:(0.1, 0.7) Thumbrotation:10.82529
Time:83.0769 Axis vector:(0.1, 0.7) Thumbrotation:10.88416
Time:83.17731 Axis vector:(0.1, 0.7) Thumbrotation:10.91735
Time:83.27779 Axis vector:(0.1, 0.7) Thumbrotation:10.87945
Time:83.37852 Axis vector:(0.1, 0.7) Thumbrotation:10.7488
Time:83.49018 Axis vector:(0.1, 0.7) Thumbrotation:10.63945
Time:83.59048 Axis vector:(0.1, 0.7) Thumbrotation:10.48832
Time:83.69112 Axis vector:(0.1, 0.7) Thumbrotation:10.38364
Time:83.79155 Axis vector:(0.1, 0.7) Thumbrotation:10.3096
Time:83.89257 Axis vector:(0.1, 0.7) Thumbrotation:10.2641
Time:83.99268 Axis vector:(0.1, 0.7) Thumbrotation:10.24953
Time:84.09333 Axis vector:(0.1, 0.7) Thumbrotation:10.2337
Time:84.19368 Axis vector:(0.1, 0.7) Thumbrotation:10.2144
Time:84.29417 Axis vector:(0.1, 0.7) Thumbrotation:10.1853
Time:84.39502 Axis vector:(0.1, 0.7) Thumbrotation:10.16434
Time:84.49536 Axis vector:(0.1, 0.7) Thumbrotation:10.16125
Time:84.59608 Axis vector:(0.1, 0.7) Thumbrotation:10.17415
Time:84.69633 Axis vector:(0.1, 0.7) Thumbrotation:10.18105
Time:84.79687 Axis vector:(0.1, 0.7) Thumbrotation:10.17661
Time:84.89739 Axis vector:(0.1, 0.7) Thumbrotation:10.15515
Time:84.99846 Axis vector:(0.1, 0.7) Thumbrotation:10.14577
Time:85.10954 Axis vector:(0.1, 0.7) Thumbrotation:10.16049
Time:85.21019 Axis vector:(0.1, 0.7) Thumbrotation:10.16763
Time:85.31056 Axis vector:(0.1, 0.7) Thumbrotation:10.15048
Time:85.41128 Axis vector:(0.1, 0.7) Thumbrotation:10.14643
Time:85.51192 Axis vector:(0.1, 0.7) Thumbrotation:10.13621
Time:85.61224 Axis vector:(0.1, 0.7) Thumbrotation:10.099
Time:85.71284 Axis vector:(0.1, 0.7) Thumbrotation:10.06423
Time:85.81361 Axis vector:(0.1, 0.7) Thumbrotation:10.03556
Time:85.91409 Axis vector:(0.1, 0.7) Thumbrotation:10.03742
Time:86.0144 Axis vector:(0.1, 0.7) Thumbrotation:10.05131
Time:86.11491 Axis vector:(0.1, 0.7) Thumbrotation:10.12417
Time:86.21558 Axis vector:(0.1, 0.7) Thumbrotation:10.22862
Time:86.31596 Axis vector:(0.1, 0.7) Thumbrotation:10.30009
Time:86.41643 Axis vector:(0.1, 0.7) Thumbrotation:10.33367
Time:86.51727 Axis vector:(0.1, 0.7) Thumbrotation:10.3295
Time:86.61768 Axis vector:(0.1, 0.7) Thumbrotation:10.28469
Time:86.71818 Axis vector:(0.1, 0.7) Thumbrotation:10.25879
Time:86.81854 Axis vector:(0.1, 0.7) Thumbrotation:10.2545
Time:86.91946 Axis vector:(0.1, 0.7) Thumbrotation:10.24498
Time:87.01969 Axis vector:(0.1, 0.7) Thumbrotation:10.15445
Time:87.12047 Axis vector:(0.1, 0.7) Thumbrotation:9.987728
Time:87.22079 Axis vector:(0.1, 0.7) Thumbrotation:9.800324
Time:87.32133 Axis vector:(0.1, 0.7) Thumbrotation:9.670037
Time:87.42191 Axis vector:(0.1, 0.7) Thumbrotation:9.454632
Time:87.52224 Axis vector:(0.1, 0.7) Thumbrotation:9.283598
Time:87.62288 Axis vector:(0.1, 0.7) Thumbrotation:9.165575
Time:87.72341 Axis vector:(0.1, 0.7) Thumbrotation:9.087829
Time:87.82377 Axis vector:(0.1, 0.7) Thumbrotation:9.029243
Time:87.92445 Axis vector:(0.1, 0.7) Thumbrotation:9.006735
Time:88.02491 Axis vector:(0.1, 0.7) Thumbrotation:9.002197
Time:88.12549 Axis vector:(0.1, 0.7) Thumbrotation:9.021166
Time:88.2262 Axis vector:(0.1, 0.7) Thumbrotation:9.069606
Time:88.32674 Axis vector:(0.1, 0.7) Thumbrotation:9.124491
Time:88.42699 Axis vector:(0.1, 0.7) Thumbrotation:9.179843
Time:88.52749 Axis vector:(0.1, 0.7) Thumbrotation:9.236951
Time:88.6282 Axis vector:(0.1, 0.7) Thumbrotation:9.296756
Time:88.72873 Axis vector:(0.1, 0.7) Thumbrotation:9.302673
Time:88.82915 Axis vector:(0.1, 0.7) Thumbrotation:9.289735
Time:88.92969 Axis vector:(0.1, 0.7) Thumbrotation:9.274427
Time:89.0302 Axis vector:(0.1, 0.7) Thumbrotation:9.241269
Time:89.13098 Axis vector:(0.1, 0.7) Thumbrotation:9.24246
Time:89.23124 Axis vector:(0.1, 0.7) Thumbrotation:9.24601
Time:89.33189 Axis vector:(0.1, 0.7) Thumbrotation:9.240014
Time:89.43259 Axis vector:(0.1, 0.7) Thumbrotation:9.221003
Time:89.53332 Axis vector:(0.1, 0.7) Thumbrotation:9.209081
Time:89.63332 Axis vector:(0.1, 0.7) Thumbrotation:9.191716
Time:89.73397 Axis vector:(0.1, 0.7) Thumbrotation:9.16669
Time:89.83448 Axis vector:(0.1, 0.7) Thumbrotation:9.191823
Time:89.93517 Axis vector:(0.1, 0.7) Thumbrotation:9.265904
Time:90.03551 Axis vector:(0.1, 0.7) Thumbrotation:9.313378
Time:90.13599 Axis vector:(0.1, 0.7) Thumbrotation:9.347944
Time:90.23672 Axis vector:(0.1, 0.7) Thumbrotation:9.359374
Time:90.33698 Axis vector:(0.1, 0.7) Thumbrotation:9.37574
Time:90.4375 Axis vector:(0.1, 0.7) Thumbrotation:9.357737
Time:90.5382 Axis vector:(0.1, 0.7) Thumbrotation:9.348196
Time:90.63862 Axis vector:(0.1, 0.7) Thumbrotation:9.395363
Time:90.73928 Axis vector:(0.1, 0.7) Thumbrotation:9.513906
Time:90.83982 Axis vector:(0.1, 0.7) Thumbrotation:9.568916
Time:90.94004 Axis vector:(0.1, 0.7) Thumbrotation:9.623612
Time:91.04061 Axis vector:(0.1, 0.7) Thumbrotation:9.701926
Time:91.14119 Axis vector:(0.1, 0.7) Thumbrotation:9.811834
Time:91.24176 Axis vector:(0.1, 0.7) Thumbrotation:9.90139
Time:91.34218 Axis vector:(0.1, 0.7) Thumbrotation:9.954494
Time:91.44262 Axis vector:(0.1, 0.7) Thumbrotation:9.994913
Time:91.54324 Axis vector:(0.1, 0.7) Thumbrotation:10.02556
Time:91.64384 Axis vector:(0.1, 0.7) Thumbrotation:10.05559
Time:91.74421 Axis vector:(0.1, 0.7) Thumbrotation:10.06212
Time:91.84488 Axis vector:(0.1, 0.7) Thumbrotation:10.0433
Time:91.94581 Axis vector:(0.1, 0.7) Thumbrotation:10.0117
Time:92.04585 Axis vector:(0.1, 0.7) Thumbrotation:9.994913
Time:92.14637 Axis vector:(0.1, 0.7) Thumbrotation:10.00125
Time:92.24696 Axis vector:(0.1, 0.7) Thumbrotation:10.01151
Time:92.34753 Axis vector:(0.1, 0.7) Thumbrotation:10.0127
Time:92.44801 Axis vector:(0.1, 0.7) Thumbrotation:10.0028
Time:92.54858 Axis vector:(0.1, 0.7) Thumbrotation:9.977938
Time:92.64904 Axis vector:(0.1, 0.7) Thumbrotation:9.962532
Time:92.74978 Axis vector:(0.1, 0.7) Thumbrotation:9.95655
Time:92.85014 Axis vector:(0.1, 0.7) Thumbrotation:9.938519
Time:92.95073 Axis vector:(0.1, 0.7) Thumbrotation:9.938401
Time:93.05111 Axis vector:(0.1, 0.7) Thumbrotation:9.935313
Time:93.15214 Axis vector:(0.1, 0.7) Thumbrotation:9.931908
Time:93.26378 Axis vector:(0.1, 0.7) Thumbrotation:9.921824
Time:93.36398 Axis vector:(0.1, 0.7) Thumbrotation:9.916333
Time:93.46448 Axis vector:(0.1, 0.7) Thumbrotation:9.913854
Time:93.56495 Axis vector:(0.1, 0.7) Thumbrotation:9.904488
Time:93.6655 Axis vector:(0.1, 0.7) Thumbrotation:9.784823
Time:93.76627 Axis vector:(0.1, 0.7) Thumbrotation:9.61783
Time:93.86666 Axis vector:(0.1, 0.7) Thumbrotation:9.440401
Time:93.96737 Axis vector:(0.1, 0.7) Thumbrotation:9.313041
Time:94.06845 Axis vector:(0.1, 0.7) Thumbrotation:9.193576
Time:94.17938 Axis vector:(0.1, 0.7) Thumbrotation:9.10129
Time:94.27985 Axis vector:(0.1, 0.7) Thumbrotation:9.015174
Time:94.3809 Axis vector:(0.1, 0.7) Thumbrotation:8.840802
Time:94.48103 Axis vector:(0.1, 0.7) Thumbrotation:8.713501
Time:94.58197 Axis vector:(0.1, 0.7) Thumbrotation:8.733475
Time:94.69344 Axis vector:(0.1, 0.7) Thumbrotation:8.798795
Time:94.79393 Axis vector:(0.1, 0.7) Thumbrotation:8.818086
Time:94.89445 Axis vector:(0.1, 0.7) Thumbrotation:8.768178
Time:94.9948 Axis vector:(0.1, 0.7) Thumbrotation:8.725598
Time:95.09525 Axis vector:(0.1, 0.7) Thumbrotation:8.710412
Time:95.19569 Axis vector:(0.1, 0.7) Thumbrotation:8.774471
Time:95.29671 Axis vector:(0.1, 0.7) Thumbrotation:8.903974
Time:95.39689 Axis vector:(0.1, 0.7) Thumbrotation:9.085018
Time:95.49763 Axis vector:(0.1, 0.7) Thumbrotation:9.207672
Time:95.59825 Axis vector:(0.1, 0.7) Thumbrotation:9.31551
Time:95.6986 Axis vector:(0.1, 0.7) Thumbrotation:9.465291
Time:95.79898 Axis vector:(0.1, 0.7) Thumbrotation:9.642735
Time:95.89945 Axis vector:(0.1, 0.7) Thumbrotation:9.789123
Time:96 Axis vector:(0.1, 0.7) Thumbrotation:9.922895
Time:96.10071 Axis vector:(0.1, 0.7) Thumbrotation:10.06433
Time:96.20106 Axis vector:(0.1, 0.7) Thumbrotation:10.1657
Time:96.30168 Axis vector:(0.1, 0.7) Thumbrotation:10.24459
Time:96.4022 Axis vector:(0.1, 0.7) Thumbrotation:10.30958
Time:96.50275 Axis vector:(0.1, 0.7) Thumbrotation:10.36749
Time:96.60341 Axis vector:(0.1, 0.7) Thumbrotation:10.42715
Time:96.70376 Axis vector:(0.1, 0.7) Thumbrotation:10.48727
Time:96.80466 Axis vector:(0.1, 0.7) Thumbrotation:10.52501
Time:96.90495 Axis vector:(0.1, 0.7) Thumbrotation:10.54184
Time:97.00523 Axis vector:(0.1, 0.7) Thumbrotation:10.5625
Time:97.10593 Axis vector:(0.1, 0.7) Thumbrotation:10.59331
Time:97.2066 Axis vector:(0.1, 0.7) Thumbrotation:10.61923
Time:97.30692 Axis vector:(0.1, 0.7) Thumbrotation:10.62658
Time:97.40755 Axis vector:(0.1, 0.7) Thumbrotation:10.62984
Time:97.50825 Axis vector:(0.1, 0.7) Thumbrotation:10.63321
Time:97.60865 Axis vector:(0.1, 0.7) Thumbrotation:10.63852
Time:97.70898 Axis vector:(0.1, 0.7) Thumbrotation:10.64111
Time:97.80954 Axis vector:(0.1, 0.7) Thumbrotation:10.64174
Time:97.91023 Axis vector:(0.1, 0.7) Thumbrotation:10.64827
Time:98.01092 Axis vector:(0.1, 0.7) Thumbrotation:10.66424
Time:98.11122 Axis vector:(0.1, 0.7) Thumbrotation:10.68786
Time:98.21164 Axis vector:(0.1, 0.7) Thumbrotation:10.70427
Time:98.3121 Axis vector:(0.1, 0.7) Thumbrotation:10.72405
Time:98.41269 Axis vector:(0.1, 0.7) Thumbrotation:10.74221
Time:98.51321 Axis vector:(0.1, 0.7) Thumbrotation:10.74854
Time:98.61366 Axis vector:(0.1, 0.7) Thumbrotation:10.75903
Time:98.71451 Axis vector:(0.1, 0.7) Thumbrotation:10.77084
Time:98.81481 Axis vector:(0.1, 0.7) Thumbrotation:10.77084
Time:98.91547 Axis vector:(0.1, 0.7) Thumbrotation:10.77084
Time:99.01593 Axis vector:(0.1, 0.7) Thumbrotation:10.77371
Time:99.11653 Axis vector:(0.1, 0.7) Thumbrotation:10.77532
Time:99.21726 Axis vector:(0.1, 0.7) Thumbrotation:10.77532
Time:99.31783 Axis vector:(0.1, 0.7) Thumbrotation:10.77886
Time:99.41804 Axis vector:(0.1, 0.7) Thumbrotation:10.78545
Time:99.5186 Axis vector:(0.1, 0.7) Thumbrotation:10.83138
Time:99.61901 Axis vector:(0.1, 0.7) Thumbrotation:10.98776
Time:99.71977 Axis vector:(0.1, 0.7) Thumbrotation:11.12284
Time:99.82005 Axis vector:(0.1, 0.7) Thumbrotation:11.23281
Time:99.92065 Axis vector:(0.1, 0.7) Thumbrotation:11.32905
Time:100.0212 Axis vector:(0.1, 0.7) Thumbrotation:11.44346
Time:100.1218 Axis vector:(0.1, 0.7) Thumbrotation:11.53521
Time:100.2227 Axis vector:(0.1, 0.7) Thumbrotation:11.62846
Time:100.3339 Axis vector:(0.1, 0.7) Thumbrotation:11.72956
Time:100.4347 Axis vector:(0.1, 0.7) Thumbrotation:11.78547
Time:100.5355 Axis vector:(0.1, 0.7) Thumbrotation:11.75314
Time:100.6466 Axis vector:(0.1, 0.7) Thumbrotation:11.61089
Time:100.7472 Axis vector:(0.1, 0.7) Thumbrotation:11.42691
Time:100.8479 Axis vector:(0.1, 0.7) Thumbrotation:11.2484
Time:100.9482 Axis vector:(0.1, 0.7) Thumbrotation:11.09853
Time:101.0488 Axis vector:(0.1, 0.7) Thumbrotation:11.07736
Time:101.1495 Axis vector:(0.1, 0.7) Thumbrotation:10.96347
Time:101.25 Axis vector:(0.1, 0.7) Thumbrotation:10.92283
Time:101.3504 Axis vector:(0.1, 0.7) Thumbrotation:10.83484
Time:101.4514 Axis vector:(0.1, 0.7) Thumbrotation:10.75874
Time:101.5515 Axis vector:(0.1, 0.7) Thumbrotation:10.72429
Time:101.6522 Axis vector:(0.1, 0.7) Thumbrotation:10.70239
Time:101.7527 Axis vector:(0.1, 0.7) Thumbrotation:10.67918
Time:101.8529 Axis vector:(0.1, 0.7) Thumbrotation:10.67345
Time:101.9545 Axis vector:(0.1, 0.7) Thumbrotation:10.67345
Time:102.0651 Axis vector:(0.1, 0.7) Thumbrotation:10.66915
Time:102.1659 Axis vector:(0.1, 0.7) Thumbrotation:10.668
Time:102.2664 Axis vector:(0.1, 0.7) Thumbrotation:10.66664
Time:102.3671 Axis vector:(0.1, 0.7) Thumbrotation:10.66587
Time:102.4674 Axis vector:(0.1, 0.7) Thumbrotation:10.66472
Time:102.5679 Axis vector:(0.1, 0.7) Thumbrotation:10.66435
Time:102.6686 Axis vector:(0.1, 0.7) Thumbrotation:10.66435
Time:102.7692 Axis vector:(0.1, 0.7) Thumbrotation:10.66435
Time:102.8698 Axis vector:(0.1, 0.7) Thumbrotation:10.66435
Time:102.9798 Axis vector:(0.1, 0.7) Thumbrotation:10.6681
Time:103.0816 Axis vector:(0.1, 0.7) Thumbrotation:10.6681
Time:103.1822 Axis vector:(0.1, 0.7) Thumbrotation:10.6681
Time:103.2829 Axis vector:(0.1, 0.7) Thumbrotation:10.6681
Time:103.3835 Axis vector:(0.1, 0.7) Thumbrotation:10.72532
Time:103.4837 Axis vector:(0.1, 0.7) Thumbrotation:10.77141
Time:103.5844 Axis vector:(0.1, 0.7) Thumbrotation:10.79601
Time:103.6849 Axis vector:(0.1, 0.7) Thumbrotation:10.81341
Time:103.7854 Axis vector:(0.1, 0.7) Thumbrotation:10.82042
Time:103.8861 Axis vector:(0.1, 0.7) Thumbrotation:10.82047
Time:103.9865 Axis vector:(0.1, 0.7) Thumbrotation:10.82047
Time:104.0872 Axis vector:(0.1, 0.7) Thumbrotation:10.82047
Time:104.1926 Axis vector:(0.1, 0.7) Thumbrotation:10.82047
Time:104.2992 Axis vector:(0.1, 0.7) Thumbrotation:10.81622
Time:104.3998 Axis vector:(0.1, 0.7) Thumbrotation:10.80717
Time:104.5003 Axis vector:(0.1, 0.7) Thumbrotation:10.80717
Time:104.6009 Axis vector:(0.1, 0.7) Thumbrotation:10.80717
Time:104.7016 Axis vector:(0.1, 0.7) Thumbrotation:10.80717
Time:104.8017 Axis vector:(0.1, 0.7) Thumbrotation:10.80292
Time:104.9023 Axis vector:(0.1, 0.7) Thumbrotation:10.80292
Time:105.0028 Axis vector:(0.1, 0.7) Thumbrotation:10.7986
Time:105.1034 Axis vector:(0.1, 0.7) Thumbrotation:10.7986
Time:105.2041 Axis vector:(0.1, 0.7) Thumbrotation:10.7986
Time:105.3045 Axis vector:(0.1, 0.7) Thumbrotation:10.80243
Time:105.4059 Axis vector:(0.1, 0.7) Thumbrotation:10.84321
Time:105.5167 Axis vector:(0.1, 0.7) Thumbrotation:10.86491
Time:105.6173 Axis vector:(0.1, 0.7) Thumbrotation:10.87576
Time:105.7177 Axis vector:(0.1, 0.7) Thumbrotation:10.89786
Time:105.8183 Axis vector:(0.1, 0.7) Thumbrotation:10.91986
Time:105.9188 Axis vector:(0.1, 0.7) Thumbrotation:10.95231
Time:106.0193 Axis vector:(0.1, 0.7) Thumbrotation:10.98627
Time:106.1199 Axis vector:(0.1, 0.7) Thumbrotation:11.02021
Time:106.2203 Axis vector:(0.1, 0.7) Thumbrotation:11.06126
Time:106.3209 Axis vector:(0.1, 0.7) Thumbrotation:11.08001
Time:106.4217 Axis vector:(0.1, 0.7) Thumbrotation:11.07697
Time:106.5219 Axis vector:(0.1, 0.7) Thumbrotation:11.058
Time:106.6227 Axis vector:(0.1, 0.7) Thumbrotation:11.0248
Time:106.7232 Axis vector:(0.1, 0.7) Thumbrotation:10.99091
Time:106.8237 Axis vector:(0.1, 0.7) Thumbrotation:10.95201
Time:106.9242 Axis vector:(0.1, 0.7) Thumbrotation:10.92566
Time:107.0246 Axis vector:(0.1, 0.7) Thumbrotation:10.91105
Time:107.1251 Axis vector:(0.1, 0.7) Thumbrotation:10.94606
Time:107.2257 Axis vector:(0.1, 0.7) Thumbrotation:10.96753
Time:107.3263 Axis vector:(0.1, 0.7) Thumbrotation:10.9803
Time:107.4267 Axis vector:(0.1, 0.7) Thumbrotation:10.98216
Time:107.5273 Axis vector:(0.1, 0.7) Thumbrotation:10.97528
Time:107.6276 Axis vector:(0.1, 0.7) Thumbrotation:10.9714
Time:107.7283 Axis vector:(0.1, 0.7) Thumbrotation:10.9829
Time:107.829 Axis vector:(0.1, 0.7) Thumbrotation:10.98754
Time:107.9292 Axis vector:(0.1, 0.7) Thumbrotation:10.99578
Time:108.0297 Axis vector:(0.1, 0.7) Thumbrotation:11.03009
Time:108.1304 Axis vector:(0.1, 0.7) Thumbrotation:11.07235
Time:108.2311 Axis vector:(0.1, 0.7) Thumbrotation:11.10005
Time:108.3315 Axis vector:(0.1, 0.7) Thumbrotation:11.1215
Time:108.432 Axis vector:(0.1, 0.7) Thumbrotation:11.1459
Time:108.5327 Axis vector:(0.1, 0.7) Thumbrotation:11.14532
Time:108.6331 Axis vector:(0.1, 0.7) Thumbrotation:11.11464
Time:108.7335 Axis vector:(0.1, 0.7) Thumbrotation:11.07942
Time:108.834 Axis vector:(0.1, 0.7) Thumbrotation:11.06664
Time:108.9345 Axis vector:(0.1, 0.7) Thumbrotation:11.05421
Time:109.0354 Axis vector:(0.1, 0.7) Thumbrotation:11.03358
Time:109.1357 Axis vector:(0.1, 0.7) Thumbrotation:11.02809
Time:109.2361 Axis vector:(0.1, 0.7) Thumbrotation:11.04814
Time:109.3365 Axis vector:(0.1, 0.7) Thumbrotation:11.06069
Time:109.4372 Axis vector:(0.1, 0.7) Thumbrotation:11.07756
Time:109.5377 Axis vector:(0.1, 0.7) Thumbrotation:11.0812
Time:109.6385 Axis vector:(0.1, 0.7) Thumbrotation:11.05998
Time:109.7388 Axis vector:(0.1, 0.7) Thumbrotation:11.04454
Time:109.8399 Axis vector:(0.1, 0.7) Thumbrotation:11.03023
Time:109.9511 Axis vector:(0.1, 0.7) Thumbrotation:11.00893
Time:110.0514 Axis vector:(0.1, 0.7) Thumbrotation:11.01583
Time:110.152 Axis vector:(0.1, 0.7) Thumbrotation:11.05711
Time:110.2529 Axis vector:(0.1, 0.7) Thumbrotation:11.10035
Time:110.3531 Axis vector:(0.1, 0.7) Thumbrotation:11.1377
Time:110.4535 Axis vector:(0.1, 0.7) Thumbrotation:11.16357
Time:110.554 Axis vector:(0.1, 0.7) Thumbrotation:11.18301
Time:110.6546 Axis vector:(0.1, 0.7) Thumbrotation:11.25507
Time:110.7552 Axis vector:(0.1, 0.7) Thumbrotation:11.30779
Time:110.8557 Axis vector:(0.1, 0.7) Thumbrotation:11.36165
Time:110.9563 Axis vector:(0.1, 0.7) Thumbrotation:11.44869
Time:111.0569 Axis vector:(0.1, 0.7) Thumbrotation:11.53866
Time:111.1572 Axis vector:(0.1, 0.7) Thumbrotation:11.60186
Time:111.2582 Axis vector:(0.1, 0.7) Thumbrotation:11.69354
Time:111.3585 Axis vector:(0.1, 0.7) Thumbrotation:11.75012
Time:111.4591 Axis vector:(0.1, 0.7) Thumbrotation:11.81575
Time:111.5593 Axis vector:(0.1, 0.7) Thumbrotation:11.85602
Time:111.6598 Axis vector:(0.1, 0.7) Thumbrotation:11.90966
Time:111.7611 Axis vector:(0.1, 0.7) Thumbrotation:11.94839
Time:111.8724 Axis vector:(0.1, 0.7) Thumbrotation:11.94839
Time:111.9726 Axis vector:(0.1, 0.7) Thumbrotation:11.96156
Time:112.0731 Axis vector:(0.1, 0.7) Thumbrotation:11.99697
Time:112.1738 Axis vector:(0.1, 0.7) Thumbrotation:12.01669
Time:112.2745 Axis vector:(0.1, 0.7) Thumbrotation:12.0319
Time:112.3751 Axis vector:(0.1, 0.7) Thumbrotation:12.04572
Time:112.4755 Axis vector:(0.1, 0.7) Thumbrotation:12.05251
Time:112.576 Axis vector:(0.1, 0.7) Thumbrotation:12.05377
Time:112.6766 Axis vector:(0.1, 0.7) Thumbrotation:12.04511
Time:112.7769 Axis vector:(0.1, 0.7) Thumbrotation:12.03426
Time:112.8775 Axis vector:(0.1, 0.7) Thumbrotation:12.01851
Time:112.9783 Axis vector:(0.1, 0.7) Thumbrotation:12.00367
Time:113.0785 Axis vector:(0.1, 0.7) Thumbrotation:11.99437
Time:113.1792 Axis vector:(0.1, 0.7) Thumbrotation:11.98931
Time:113.2797 Axis vector:(0.1, 0.7) Thumbrotation:11.87091
Time:113.3803 Axis vector:(0.1, 0.7) Thumbrotation:11.61087
Time:113.4807 Axis vector:(0.1, 0.7) Thumbrotation:11.22212
Time:113.5813 Axis vector:(0.1, 0.7) Thumbrotation:11.03904
Time:113.6818 Axis vector:(0.1, 0.7) Thumbrotation:11.15419
Time:113.7823 Axis vector:(0.2, 0.7) Thumbrotation:11.70491
Time:113.8831 Axis vector:(0.2, 0.8) Thumbrotation:11.96828
Time:113.9834 Axis vector:(0.2, 0.8) Thumbrotation:12.13908
Time:114.0838 Axis vector:(0.2, 0.8) Thumbrotation:12.26842
Time:114.1846 Axis vector:(0.2, 0.8) Thumbrotation:12.38252
Time:114.2848 Axis vector:(0.2, 0.8) Thumbrotation:12.44914
Time:114.3856 Axis vector:(0.2, 0.8) Thumbrotation:12.51315
Time:114.4858 Axis vector:(0.2, 0.8) Thumbrotation:12.57487
Time:114.5866 Axis vector:(0.2, 0.8) Thumbrotation:12.72476
Time:114.6869 Axis vector:(0.2, 0.8) Thumbrotation:12.88609
Time:114.7874 Axis vector:(0.2, 0.8) Thumbrotation:13.05489
Time:117.6134 Axis vector:(0.1, 0.6) Thumbrotation:12.74918
Time:117.7138 Axis vector:(0.0, 0.7) Thumbrotation:3.881663
Time:117.8144 Axis vector:(0.0, 0.7) Thumbrotation:2.004962
Time:117.915 Axis vector:(0.0, 0.7) Thumbrotation:1.882112
Time:118.0157 Axis vector:(0.0, 0.7) Thumbrotation:1.709148
Time:118.1161 Axis vector:(0.0, 0.8) Thumbrotation:1.499591
Time:118.2168 Axis vector:(0.0, 0.8) Thumbrotation:0.5865081
Time:118.3171 Axis vector:(0.0, 0.8) Thumbrotation:-0.2139789
Time:118.4181 Axis vector:(0.0, 0.8) Thumbrotation:-0.7587299
Time:118.5182 Axis vector:(0.0, 0.8) Thumbrotation:-1.716118
Time:118.6186 Axis vector:(0.0, 0.8) Thumbrotation:-2.914301
Time:118.7194 Axis vector:(0.0, 0.8) Thumbrotation:-3.808635
Time:118.8199 Axis vector:(-0.1, 0.8) Thumbrotation:-4.238037
Time:118.9202 Axis vector:(-0.1, 0.8) Thumbrotation:-4.334902
Time:119.0208 Axis vector:(-0.1, 0.7) Thumbrotation:-4.440429
Time:119.1212 Axis vector:(-0.1, 0.7) Thumbrotation:-4.795996
Time:119.2226 Axis vector:(-0.1, 0.7) Thumbrotation:-5.090005
Time:119.3335 Axis vector:(-0.1, 0.7) Thumbrotation:-5.329655
Time:119.4343 Axis vector:(-0.1, 0.7) Thumbrotation:-5.503528
Time:119.5346 Axis vector:(-0.1, 0.7) Thumbrotation:-5.629462
Time:119.635 Axis vector:(-0.1, 0.7) Thumbrotation:-5.723136
Time:119.7356 Axis vector:(-0.1, 0.7) Thumbrotation:-5.812172
Time:119.8361 Axis vector:(-0.1, 0.7) Thumbrotation:-5.889526
Time:119.9371 Axis vector:(-0.1, 0.8) Thumbrotation:-5.942738
Time:120.0374 Axis vector:(-0.1, 0.7) Thumbrotation:-6.002373
Time:120.1379 Axis vector:(-0.1, 0.7) Thumbrotation:-6.056151
Time:120.2384 Axis vector:(-0.1, 0.7) Thumbrotation:-6.090334
Time:120.3388 Axis vector:(-0.1, 0.7) Thumbrotation:-6.117633
Time:120.4394 Axis vector:(-0.1, 0.7) Thumbrotation:-6.127623
Time:120.5399 Axis vector:(-0.1, 0.7) Thumbrotation:-6.136192
Time:120.6405 Axis vector:(-0.1, 0.7) Thumbrotation:-6.145545
Time:120.7413 Axis vector:(-0.1, 0.8) Thumbrotation:-6.439402
Time:120.8416 Axis vector:(-0.1, 0.8) Thumbrotation:-7.095558
Time:120.9419 Axis vector:(-0.1, 0.8) Thumbrotation:-7.704134
Time:121.0424 Axis vector:(-0.1, 0.8) Thumbrotation:-7.827569
Time:121.143 Axis vector:(-0.1, 0.8) Thumbrotation:-7.489699
Time:121.2438 Axis vector:(-0.1, 0.8) Thumbrotation:-7.226101
Time:121.3441 Axis vector:(-0.1, 0.8) Thumbrotation:-7.150529
Time:121.4445 Axis vector:(-0.1, 0.8) Thumbrotation:-6.996473
Time:121.5453 Axis vector:(-0.1, 0.8) Thumbrotation:-6.757724
Time:121.6456 Axis vector:(-0.1, 0.8) Thumbrotation:-6.619654
Time:121.7461 Axis vector:(-0.1, 0.8) Thumbrotation:-6.467387
Time:121.8469 Axis vector:(-0.1, 0.8) Thumbrotation:-6.324248
Time:121.9473 Axis vector:(-0.1, 0.8) Thumbrotation:-6.172475
Time:122.0481 Axis vector:(-0.1, 0.8) Thumbrotation:-6.039522
