Time:307.845 Axis vector:(-0.2, 0.7) Thumbrotation:-18.34517
Time:307.946 Axis vector:(-0.2, 0.8) Thumbrotation:-16.22729
Time:308.046 Axis vector:(-0.2, 0.8) Thumbrotation:-13.5631
Time:308.1465 Axis vector:(-0.2, 0.8) Thumbrotation:-12.382
Time:308.2474 Axis vector:(-0.2, 0.8) Thumbrotation:-12.07764
Time:308.3477 Axis vector:(-0.2, 0.7) Thumbrotation:-12.0119
Time:308.4483 Axis vector:(-0.2, 0.7) Thumbrotation:-12.00012
Time:308.549 Axis vector:(-0.2, 0.7) Thumbrotation:-11.99239
Time:308.6491 Axis vector:(-0.2, 0.7) Thumbrotation:-12.04222
Time:308.7498 Axis vector:(-0.2, 0.7) Thumbrotation:-12.13898
Time:308.8503 Axis vector:(-0.2, 0.7) Thumbrotation:-12.2407
Time:308.9507 Axis vector:(-0.2, 0.7) Thumbrotation:-14.19036
-------New Trial--------
Start time:312.8139
Time:313.0237 Axis vector:(0.3, 0.5) Thumbrotation:29.62201
Time:313.1243 Axis vector:(0.5, 0.3) Thumbrotation:60.82896
Time:313.2248 Axis vector:(0.6, 0.1) Thumbrotation:80.08002
Time:313.3252 Axis vector:(0.6, 0.0) Thumbrotation:87.82487
Time:313.4258 Axis vector:(0.7, 0.3) Thumbrotation:64.29865
Time:313.5262 Axis vector:(0.7, 0.6) Thumbrotation:50.80133
Time:313.6271 Axis vector:(0.4, 0.7) Thumbrotation:33.61058
Time:313.7276 Axis vector:(0.2, 0.8) Thumbrotation:13.75396
Time:313.828 Axis vector:(0.1, 0.9) Thumbrotation:9.176139
Time:313.9283 Axis vector:(0.1, 0.9) Thumbrotation:6.319131
Time:314.0292 Axis vector:(0.1, 1.0) Thumbrotation:5.655166
Time:314.1296 Axis vector:(0.1, 1.0) Thumbrotation:5.286575
Time:314.2304 Axis vector:(0.1, 1.0) Thumbrotation:5.484087
Time:314.3305 Axis vector:(0.1, 1.0) Thumbrotation:5.993876
Time:314.431 Axis vector:(0.1, 0.9) Thumbrotation:6.693426
Time:314.5319 Axis vector:(0.1, 0.9) Thumbrotation:7.96733
Time:314.6324 Axis vector:(0.1, 0.9) Thumbrotation:8.41501
Time:314.7326 Axis vector:(0.1, 0.9) Thumbrotation:8.514192
Time:314.8333 Axis vector:(0.1, 0.9) Thumbrotation:8.469604
Time:314.9337 Axis vector:(0.1, 0.9) Thumbrotation:8.367949
Time:315.0344 Axis vector:(0.1, 0.9) Thumbrotation:8.867826
Time:315.1348 Axis vector:(0.2, 0.9) Thumbrotation:9.656814
Time:315.2352 Axis vector:(0.2, 0.9) Thumbrotation:10.53484
Time:315.3358 Axis vector:(0.2, 0.9) Thumbrotation:11.09285
Time:315.4364 Axis vector:(0.2, 0.8) Thumbrotation:12.15062
Time:315.537 Axis vector:(0.2, 0.7) Thumbrotation:13.96897
Time:315.6375 Axis vector:(0.2, 0.7) Thumbrotation:14.70106
Time:315.7383 Axis vector:(0.2, 0.7) Thumbrotation:14.85976
Time:315.839 Axis vector:(0.2, 0.7) Thumbrotation:14.96317
Time:315.95 Axis vector:(0.2, 0.7) Thumbrotation:15.04248
Time:316.0508 Axis vector:(0.2, 0.7) Thumbrotation:15.07539
Time:316.1513 Axis vector:(0.2, 0.7) Thumbrotation:15.07539
Time:316.252 Axis vector:(0.2, 0.7) Thumbrotation:15.07539
Time:316.3529 Axis vector:(0.2, 0.7) Thumbrotation:15.08101
Time:316.4529 Axis vector:(0.2, 0.7) Thumbrotation:15.08656
Time:316.5534 Axis vector:(0.2, 0.7) Thumbrotation:15.08656
Time:316.6538 Axis vector:(0.2, 0.7) Thumbrotation:15.08656
Time:316.7545 Axis vector:(0.2, 0.7) Thumbrotation:15.08656
Time:316.8549 Axis vector:(0.2, 0.7) Thumbrotation:15.17255
Time:316.9559 Axis vector:(0.2, 0.7) Thumbrotation:15.29062
Time:317.0659 Axis vector:(0.2, 0.7) Thumbrotation:15.37149
Time:317.1678 Axis vector:(0.2, 0.7) Thumbrotation:15.41509
Time:317.2687 Axis vector:(0.2, 0.7) Thumbrotation:15.41766
Time:317.3687 Axis vector:(0.2, 0.7) Thumbrotation:15.39395
Time:317.4692 Axis vector:(0.2, 0.7) Thumbrotation:15.39289
Time:317.5697 Axis vector:(0.2, 0.7) Thumbrotation:15.45885
Time:317.6704 Axis vector:(0.2, 0.7) Thumbrotation:15.52496
Time:317.7712 Axis vector:(0.2, 0.7) Thumbrotation:15.53726
Time:317.8714 Axis vector:(0.2, 0.7) Thumbrotation:15.48068
Time:318.5863 Axis vector:(0.2, 0.9) Thumbrotation:16.04485
Time:318.687 Axis vector:(0.2, 0.9) Thumbrotation:11.24971
Time:318.7878 Axis vector:(0.1, 0.9) Thumbrotation:6.587731
Time:318.8878 Axis vector:(0.0, 0.9) Thumbrotation:2.350853
Time:318.9883 Axis vector:(0.0, 0.9) Thumbrotation:1.07974
Time:319.0889 Axis vector:(0.0, 0.9) Thumbrotation:0.2960753
Time:319.1897 Axis vector:(0.0, 0.9) Thumbrotation:-0.4078243
Time:319.2901 Axis vector:(0.0, 0.9) Thumbrotation:-1.118901
Time:319.3907 Axis vector:(0.0, 0.8) Thumbrotation:-1.590655
Time:319.4916 Axis vector:(0.0, 0.8) Thumbrotation:-1.59385
Time:319.6027 Axis vector:(0.0, 0.7) Thumbrotation:-1.47671
Time:319.7034 Axis vector:(0.0, 0.7) Thumbrotation:-2.260793
Time:319.8038 Axis vector:(-0.1, 0.7) Thumbrotation:-6.541789
Time:319.9043 Axis vector:(-0.2, 0.7) Thumbrotation:-16.4513
Time:320.005 Axis vector:(-0.3, 0.7) Thumbrotation:-19.79382
Time:320.1053 Axis vector:(-0.3, 0.6) Thumbrotation:-26.52128
Time:320.2058 Axis vector:(-0.4, 0.6) Thumbrotation:-35.4221
Time:320.3063 Axis vector:(-0.4, 0.5) Thumbrotation:-40.02811
Time:320.4069 Axis vector:(-0.5, 0.5) Thumbrotation:-42.20849
Time:320.5076 Axis vector:(-0.5, 0.5) Thumbrotation:-42.50486
Time:320.608 Axis vector:(-0.5, 0.5) Thumbrotation:-42.52447
Time:320.7112 Axis vector:(-0.5, 0.5) Thumbrotation:-42.31972
Time:320.8203 Axis vector:(-0.5, 0.5) Thumbrotation:-42.26958
Time:320.9207 Axis vector:(-0.5, 0.5) Thumbrotation:-42.30342
Time:321.0213 Axis vector:(-0.5, 0.5) Thumbrotation:-42.32727
Time:321.1217 Axis vector:(-0.5, 0.5) Thumbrotation:-42.3264
Time:321.2224 Axis vector:(-0.4, 0.5) Thumbrotation:-42.63905
Time:321.3228 Axis vector:(-0.4, 0.5) Thumbrotation:-43.44851
Time:321.4234 Axis vector:(-0.4, 0.5) Thumbrotation:-44.43597
Time:321.5237 Axis vector:(-0.4, 0.4) Thumbrotation:-44.84994
Time:321.6247 Axis vector:(-0.4, 0.4) Thumbrotation:-45.00825
Time:321.7252 Axis vector:(-0.4, 0.4) Thumbrotation:-45.0216
Time:321.8256 Axis vector:(-0.4, 0.4) Thumbrotation:-45.04867
Time:321.9263 Axis vector:(-0.4, 0.4) Thumbrotation:-45.08051
Time:322.0267 Axis vector:(-0.4, 0.4) Thumbrotation:-45.08819
Time:322.1271 Axis vector:(-0.4, 0.4) Thumbrotation:-45.09139
Time:322.2275 Axis vector:(-0.4, 0.4) Thumbrotation:-45.12428
Time:322.328 Axis vector:(-0.4, 0.4) Thumbrotation:-45.15335
Time:322.4287 Axis vector:(-0.4, 0.4) Thumbrotation:-45.18793
Time:322.5292 Axis vector:(-0.4, 0.4) Thumbrotation:-45.21658
Time:322.6296 Axis vector:(-0.4, 0.4) Thumbrotation:-45.22552
Time:322.7301 Axis vector:(-0.4, 0.4) Thumbrotation:-45.25528
Time:322.831 Axis vector:(-0.4, 0.4) Thumbrotation:-45.31525
Time:322.9314 Axis vector:(-0.4, 0.4) Thumbrotation:-45.41396
Time:323.0318 Axis vector:(-0.4, 0.4) Thumbrotation:-45.51802
Time:323.1346 Axis vector:(-0.4, 0.4) Thumbrotation:-45.5898
Time:323.2441 Axis vector:(-0.4, 0.4) Thumbrotation:-45.63806
Time:323.3446 Axis vector:(-0.4, 0.4) Thumbrotation:-45.6569
Time:323.445 Axis vector:(-0.4, 0.4) Thumbrotation:-45.68416
Time:323.5456 Axis vector:(-0.4, 0.4) Thumbrotation:-45.738
Time:323.6461 Axis vector:(-0.4, 0.4) Thumbrotation:-45.72219
Time:323.7468 Axis vector:(-0.4, 0.4) Thumbrotation:-45.66399
Time:323.8471 Axis vector:(-0.4, 0.4) Thumbrotation:-45.61652
Time:323.9478 Axis vector:(-0.4, 0.4) Thumbrotation:-45.57792
Time:324.0483 Axis vector:(-0.4, 0.4) Thumbrotation:-45.57613
Time:324.1489 Axis vector:(-0.4, 0.4) Thumbrotation:-45.62621
Time:324.2493 Axis vector:(-0.4, 0.4) Thumbrotation:-45.70681
Time:324.3502 Axis vector:(-0.4, 0.4) Thumbrotation:-45.76396
Time:324.4504 Axis vector:(-0.4, 0.4) Thumbrotation:-45.80957
Time:324.5508 Axis vector:(-0.4, 0.4) Thumbrotation:-45.82674
Time:324.6516 Axis vector:(-0.4, 0.4) Thumbrotation:-45.81006
Time:324.7518 Axis vector:(-0.4, 0.4) Thumbrotation:-45.88162
Time:324.8523 Axis vector:(-0.4, 0.4) Thumbrotation:-46.18472
Time:324.9528 Axis vector:(-0.5, 0.4) Thumbrotation:-46.42128
Time:325.0536 Axis vector:(-0.5, 0.4) Thumbrotation:-46.67446
Time:325.1542 Axis vector:(-0.5, 0.4) Thumbrotation:-46.91866
Time:325.2545 Axis vector:(-0.5, 0.4) Thumbrotation:-47.11475
Time:325.3551 Axis vector:(-0.5, 0.4) Thumbrotation:-47.20521
Time:325.456 Axis vector:(-0.5, 0.4) Thumbrotation:-47.29994
Time:325.5565 Axis vector:(-0.5, 0.4) Thumbrotation:-47.43792
Time:325.6569 Axis vector:(-0.5, 0.4) Thumbrotation:-47.47209
Time:325.7571 Axis vector:(-0.5, 0.4) Thumbrotation:-47.40051
Time:325.8577 Axis vector:(-0.5, 0.4) Thumbrotation:-46.99125
Time:325.9583 Axis vector:(-0.5, 0.4) Thumbrotation:-46.38446
Time:326.0587 Axis vector:(-0.4, 0.4) Thumbrotation:-45.7503
Time:326.1592 Axis vector:(-0.4, 0.4) Thumbrotation:-44.63285
Time:326.2597 Axis vector:(-0.4, 0.4) Thumbrotation:-43.21556
Time:326.3606 Axis vector:(-0.4, 0.4) Thumbrotation:-41.87454
Time:326.461 Axis vector:(-0.4, 0.4) Thumbrotation:-41.23783
Time:326.5613 Axis vector:(-0.4, 0.4) Thumbrotation:-40.98973
Time:326.662 Axis vector:(-0.4, 0.4) Thumbrotation:-41.01456
Time:326.7628 Axis vector:(-0.4, 0.4) Thumbrotation:-41.2511
Time:326.8629 Axis vector:(-0.4, 0.4) Thumbrotation:-40.64634
Time:326.9637 Axis vector:(-0.2, 0.5) Thumbrotation:-26.57879
Time:327.0641 Axis vector:(-0.1, 0.5) Thumbrotation:-6.214922
Time:327.1647 Axis vector:(0.0, 0.6) Thumbrotation:-3.456777
Time:327.2652 Axis vector:(0.0, 0.6) Thumbrotation:-3.126749
Time:327.3656 Axis vector:(0.0, 0.6) Thumbrotation:-3.110365
Time:327.4662 Axis vector:(0.0, 0.6) Thumbrotation:-3.127062
Time:327.5667 Axis vector:(0.0, 0.6) Thumbrotation:-3.159573
Time:327.6671 Axis vector:(0.0, 0.6) Thumbrotation:-3.373536
Time:327.7676 Axis vector:(0.0, 0.6) Thumbrotation:-3.805703
Time:327.8682 Axis vector:(-0.1, 0.6) Thumbrotation:-4.928872
-------New Trial--------
Start time:331.8639
Time:332.5761 Axis vector:(0.2, 1.0) Thumbrotation:13.53536
Time:332.6766 Axis vector:(0.2, 1.0) Thumbrotation:13.07436
Time:332.7776 Axis vector:(0.2, 1.0) Thumbrotation:12.91928
Time:332.8778 Axis vector:(0.2, 1.0) Thumbrotation:12.83414
Time:332.9783 Axis vector:(0.2, 1.0) Thumbrotation:12.76404
Time:333.0789 Axis vector:(0.2, 1.0) Thumbrotation:12.68396
Time:333.1791 Axis vector:(0.2, 1.0) Thumbrotation:12.56925
Time:333.2799 Axis vector:(0.2, 1.0) Thumbrotation:12.32938
Time:333.3803 Axis vector:(0.2, 1.0) Thumbrotation:12.10089
Time:333.4809 Axis vector:(0.2, 1.0) Thumbrotation:11.8517
Time:333.5815 Axis vector:(0.2, 0.9) Thumbrotation:11.24267
Time:333.6823 Axis vector:(0.2, 0.9) Thumbrotation:10.43209
Time:333.7825 Axis vector:(0.2, 0.9) Thumbrotation:9.868067
Time:333.8829 Axis vector:(0.2, 0.9) Thumbrotation:9.669123
Time:333.9839 Axis vector:(0.2, 0.9) Thumbrotation:9.577581
Time:334.0845 Axis vector:(0.1, 0.9) Thumbrotation:9.267982
Time:334.1845 Axis vector:(0.1, 0.9) Thumbrotation:8.973604
Time:334.2852 Axis vector:(0.1, 0.9) Thumbrotation:8.865543
Time:334.3859 Axis vector:(0.1, 0.9) Thumbrotation:8.810686
Time:334.4865 Axis vector:(0.1, 0.9) Thumbrotation:8.792407
Time:334.5866 Axis vector:(0.1, 0.9) Thumbrotation:8.728547
Time:334.6878 Axis vector:(0.1, 0.9) Thumbrotation:8.693076
Time:334.7878 Axis vector:(0.1, 0.9) Thumbrotation:8.716273
Time:334.8886 Axis vector:(0.1, 0.9) Thumbrotation:8.885355
Time:334.989 Axis vector:(0.1, 0.8) Thumbrotation:9.059677
Time:335.0895 Axis vector:(0.1, 0.8) Thumbrotation:9.023277
Time:335.1905 Axis vector:(0.1, 0.8) Thumbrotation:9.021579
Time:335.2906 Axis vector:(0.1, 0.8) Thumbrotation:10.56444
Time:336.1061 Axis vector:(0.2, 0.9) Thumbrotation:10.05745
Time:336.2066 Axis vector:(0.2, 0.9) Thumbrotation:11.31917
Time:336.3068 Axis vector:(0.2, 0.9) Thumbrotation:11.34743
Time:336.4075 Axis vector:(0.2, 0.9) Thumbrotation:10.89099
Time:336.5238 Axis vector:(0.2, 0.9) Thumbrotation:11.075
Time:336.6307 Axis vector:(0.2, 0.9) Thumbrotation:12.70955
Time:336.7313 Axis vector:(0.2, 0.9) Thumbrotation:13.73999
Time:336.8318 Axis vector:(0.2, 0.9) Thumbrotation:13.37921
Time:336.9326 Axis vector:(0.2, 0.9) Thumbrotation:11.62912
Time:337.033 Axis vector:(0.2, 0.9) Thumbrotation:10.61665
Time:337.1337 Axis vector:(0.2, 0.9) Thumbrotation:10.07669
Time:337.234 Axis vector:(0.2, 0.9) Thumbrotation:9.732216
Time:337.3345 Axis vector:(0.2, 0.9) Thumbrotation:9.559297
Time:337.4351 Axis vector:(0.2, 0.9) Thumbrotation:9.600808
Time:337.5356 Axis vector:(0.2, 0.9) Thumbrotation:9.853769
Time:337.6363 Axis vector:(0.2, 0.8) Thumbrotation:10.24899
Time:337.7364 Axis vector:(0.2, 0.8) Thumbrotation:10.72607
Time:337.8372 Axis vector:(0.2, 0.8) Thumbrotation:11.05792
Time:337.9376 Axis vector:(0.1, 0.8) Thumbrotation:10.31999
Time:338.0382 Axis vector:(0.1, 0.8) Thumbrotation:9.751692
Time:338.139 Axis vector:(0.1, 0.8) Thumbrotation:9.53368
Time:338.2394 Axis vector:(0.1, 0.8) Thumbrotation:9.442753
Time:338.3398 Axis vector:(0.1, 0.8) Thumbrotation:9.38341
Time:338.4404 Axis vector:(0.1, 0.8) Thumbrotation:9.401239
Time:338.5411 Axis vector:(0.1, 0.8) Thumbrotation:9.425773
Time:338.6414 Axis vector:(0.1, 0.8) Thumbrotation:9.422144
Time:338.742 Axis vector:(0.1, 0.7) Thumbrotation:9.376495
Time:338.8425 Axis vector:(0.1, 0.7) Thumbrotation:9.330835
Time:338.9427 Axis vector:(0.1, 0.7) Thumbrotation:9.281968
Time:339.0434 Axis vector:(0.1, 0.7) Thumbrotation:9.242673
Time:339.144 Axis vector:(0.1, 0.7) Thumbrotation:9.204471
Time:339.2446 Axis vector:(0.1, 0.7) Thumbrotation:9.170719
Time:339.345 Axis vector:(0.1, 0.7) Thumbrotation:9.142304
Time:339.4455 Axis vector:(0.1, 0.7) Thumbrotation:9.123177
Time:339.5463 Axis vector:(0.1, 0.7) Thumbrotation:9.105994
Time:339.6469 Axis vector:(0.1, 0.7) Thumbrotation:9.090229
Time:339.7472 Axis vector:(0.1, 0.7) Thumbrotation:9.076168
Time:339.8477 Axis vector:(0.1, 0.7) Thumbrotation:9.06332
Time:339.9482 Axis vector:(0.1, 0.7) Thumbrotation:9.057076
Time:340.0486 Axis vector:(0.1, 0.7) Thumbrotation:9.067135
Time:340.1492 Axis vector:(0.1, 0.7) Thumbrotation:9.083115
Time:340.2498 Axis vector:(0.1, 0.7) Thumbrotation:9.088953
Time:340.3503 Axis vector:(0.1, 0.8) Thumbrotation:9.030787
Time:340.4507 Axis vector:(0.1, 0.8) Thumbrotation:8.955654
Time:340.5513 Axis vector:(0.1, 0.8) Thumbrotation:8.872964
Time:340.652 Axis vector:(0.1, 0.8) Thumbrotation:8.763001
Time:340.7526 Axis vector:(0.1, 0.8) Thumbrotation:8.680889
Time:340.853 Axis vector:(0.1, 0.8) Thumbrotation:8.643475
Time:340.9537 Axis vector:(0.1, 0.8) Thumbrotation:8.637292
Time:341.0542 Axis vector:(0.1, 0.8) Thumbrotation:8.63952
Time:341.1546 Axis vector:(0.1, 0.8) Thumbrotation:8.61516
Time:341.2551 Axis vector:(0.1, 0.8) Thumbrotation:8.598707
Time:341.3559 Axis vector:(0.1, 0.8) Thumbrotation:8.577507
Time:341.4561 Axis vector:(0.1, 0.8) Thumbrotation:8.564583
Time:341.5567 Axis vector:(0.1, 0.8) Thumbrotation:8.5577
Time:341.657 Axis vector:(0.1, 0.8) Thumbrotation:8.554716
Time:341.7578 Axis vector:(0.1, 0.8) Thumbrotation:8.531544
Time:341.8582 Axis vector:(0.1, 0.8) Thumbrotation:8.517652
Time:341.9587 Axis vector:(0.1, 0.8) Thumbrotation:8.50436
Time:342.0592 Axis vector:(0.1, 0.8) Thumbrotation:8.495535
Time:342.1599 Axis vector:(0.1, 0.8) Thumbrotation:8.492644
Time:342.2603 Axis vector:(0.1, 0.8) Thumbrotation:8.488643
Time:342.3608 Axis vector:(0.1, 0.8) Thumbrotation:8.473268
Time:342.4615 Axis vector:(0.1, 0.8) Thumbrotation:8.460835
Time:342.5625 Axis vector:(0.1, 0.8) Thumbrotation:8.467424
Time:342.6625 Axis vector:(0.1, 0.8) Thumbrotation:8.482093
Time:342.763 Axis vector:(0.1, 0.8) Thumbrotation:8.486329
Time:342.8636 Axis vector:(0.1, 0.8) Thumbrotation:8.454032
Time:342.9641 Axis vector:(0.1, 0.8) Thumbrotation:8.42301
Time:343.0645 Axis vector:(0.1, 0.8) Thumbrotation:8.459002
Time:343.1652 Axis vector:(0.1, 0.8) Thumbrotation:8.603845
Time:343.2657 Axis vector:(0.1, 0.8) Thumbrotation:8.828729
Time:343.3662 Axis vector:(0.1, 0.7) Thumbrotation:9.181084
Time:343.4668 Axis vector:(0.1, 0.7) Thumbrotation:9.52578
Time:343.5672 Axis vector:(0.1, 0.7) Thumbrotation:9.570497
Time:343.6676 Axis vector:(0.1, 0.7) Thumbrotation:9.580434
Time:343.7686 Axis vector:(0.1, 0.7) Thumbrotation:9.565587
Time:343.8802 Axis vector:(0.1, 0.7) Thumbrotation:9.445105
Time:343.9804 Axis vector:(0.1, 0.8) Thumbrotation:9.123479
-------New Trial--------
Start time:348.165
Time:349.0116 Axis vector:(0.2, 1.0) Thumbrotation:13.40084
Time:349.1121 Axis vector:(0.2, 1.0) Thumbrotation:11.95271
Time:349.2126 Axis vector:(0.2, 1.0) Thumbrotation:8.969158
Time:349.3131 Axis vector:(0.1, 1.0) Thumbrotation:4.328798
Time:349.4143 Axis vector:(0.0, 0.9) Thumbrotation:1.134014
Time:349.5257 Axis vector:(0.0, 0.9) Thumbrotation:0.343781
Time:349.6262 Axis vector:(0.0, 0.9) Thumbrotation:0.3351346
Time:349.7267 Axis vector:(0.0, 0.9) Thumbrotation:-0.2762456
Time:349.8284 Axis vector:(0.0, 0.9) Thumbrotation:-0.6437659
Time:349.9387 Axis vector:(0.0, 0.9) Thumbrotation:-0.5567266
Time:350.0391 Axis vector:(0.0, 0.9) Thumbrotation:0.2755364
Time:350.1399 Axis vector:(0.0, 0.9) Thumbrotation:0.7566639
Time:350.2403 Axis vector:(0.0, 0.9) Thumbrotation:1.155383
Time:350.3406 Axis vector:(0.0, 0.9) Thumbrotation:1.339983
Time:350.4418 Axis vector:(0.0, 0.9) Thumbrotation:1.543323
Time:350.5418 Axis vector:(0.0, 0.9) Thumbrotation:1.813157
Time:350.6424 Axis vector:(0.0, 0.9) Thumbrotation:2.158489
Time:350.743 Axis vector:(0.0, 0.9) Thumbrotation:2.610071
Time:350.8436 Axis vector:(0.0, 0.8) Thumbrotation:2.808398
Time:350.9441 Axis vector:(0.0, 0.8) Thumbrotation:2.920675
Time:351.0448 Axis vector:(0.0, 0.8) Thumbrotation:3.021743
Time:351.1449 Axis vector:(0.0, 0.8) Thumbrotation:3.166505
Time:351.2455 Axis vector:(0.0, 0.8) Thumbrotation:3.308136
Time:351.3461 Axis vector:(0.1, 0.8) Thumbrotation:3.399321
Time:351.4465 Axis vector:(0.1, 0.8) Thumbrotation:3.405248
Time:351.5471 Axis vector:(0.0, 0.8) Thumbrotation:3.360744
Time:351.6475 Axis vector:(0.1, 0.8) Thumbrotation:3.676954
Time:351.7481 Axis vector:(0.1, 0.8) Thumbrotation:4.089835
Time:351.8488 Axis vector:(0.1, 0.8) Thumbrotation:4.913066
Time:353.055 Axis vector:(0.5, 0.6) Thumbrotation:35.6343
Time:353.1557 Axis vector:(0.4, 0.7) Thumbrotation:30.18609
Time:353.2563 Axis vector:(0.4, 0.7) Thumbrotation:29.13803
Time:353.3565 Axis vector:(0.3, 0.7) Thumbrotation:25.75286
Time:353.4573 Axis vector:(0.3, 0.7) Thumbrotation:24.90952
Time:353.5689 Axis vector:(0.3, 0.7) Thumbrotation:25.1211
Time:353.6693 Axis vector:(0.3, 0.7) Thumbrotation:25.50093
Time:353.7698 Axis vector:(0.3, 0.7) Thumbrotation:25.75841
Time:353.8703 Axis vector:(0.3, 0.7) Thumbrotation:25.89574
Time:353.9709 Axis vector:(0.3, 0.7) Thumbrotation:25.91409
Time:354.0714 Axis vector:(0.3, 0.7) Thumbrotation:25.931
Time:354.1721 Axis vector:(0.3, 0.7) Thumbrotation:25.931
Time:354.2725 Axis vector:(0.3, 0.7) Thumbrotation:25.931
Time:354.373 Axis vector:(0.3, 0.7) Thumbrotation:25.95299
Time:354.4736 Axis vector:(0.3, 0.7) Thumbrotation:26.10486
Time:354.574 Axis vector:(0.3, 0.7) Thumbrotation:26.28339
Time:354.6747 Axis vector:(0.3, 0.7) Thumbrotation:26.4336
Time:354.7752 Axis vector:(0.3, 0.7) Thumbrotation:26.59805
Time:354.8756 Axis vector:(0.3, 0.7) Thumbrotation:26.75494
Time:354.9763 Axis vector:(0.3, 0.7) Thumbrotation:26.8721
Time:355.0765 Axis vector:(0.3, 0.7) Thumbrotation:26.97623
Time:355.1772 Axis vector:(0.3, 0.7) Thumbrotation:27.0661
Time:355.2777 Axis vector:(0.3, 0.7) Thumbrotation:27.14731
Time:355.3782 Axis vector:(0.3, 0.7) Thumbrotation:27.23448
Time:355.4788 Axis vector:(0.3, 0.7) Thumbrotation:27.31539
Time:355.5794 Axis vector:(0.3, 0.7) Thumbrotation:27.40334
Time:355.6801 Axis vector:(0.3, 0.7) Thumbrotation:27.45377
Time:355.7805 Axis vector:(0.3, 0.7) Thumbrotation:27.5232
Time:355.8813 Axis vector:(0.3, 0.7) Thumbrotation:27.55421
Time:355.9818 Axis vector:(0.3, 0.7) Thumbrotation:27.57429
Time:356.0819 Axis vector:(0.3, 0.7) Thumbrotation:27.88559
Time:356.1827 Axis vector:(0.4, 0.7) Thumbrotation:28.89277
Time:356.283 Axis vector:(0.4, 0.6) Thumbrotation:31.1054
Time:356.3836 Axis vector:(0.4, 0.6) Thumbrotation:32.1356
Time:356.4841 Axis vector:(0.4, 0.6) Thumbrotation:32.21699
Time:356.5847 Axis vector:(0.4, 0.6) Thumbrotation:32.11317
Time:356.6851 Axis vector:(0.4, 0.6) Thumbrotation:32.00222
Time:356.7858 Axis vector:(0.4, 0.6) Thumbrotation:31.90155
Time:356.8863 Axis vector:(0.4, 0.6) Thumbrotation:31.93887
Time:356.9866 Axis vector:(0.4, 0.6) Thumbrotation:31.9099
Time:357.0875 Axis vector:(0.4, 0.6) Thumbrotation:31.50447
Time:357.188 Axis vector:(0.4, 0.6) Thumbrotation:29.51341
Time:357.2884 Axis vector:(0.3, 0.6) Thumbrotation:26.84766
Time:357.3887 Axis vector:(0.3, 0.6) Thumbrotation:26.72411
Time:357.4895 Axis vector:(0.3, 0.6) Thumbrotation:26.86406
Time:357.5899 Axis vector:(0.3, 0.6) Thumbrotation:27.01587
Time:357.6904 Axis vector:(0.3, 0.6) Thumbrotation:27.07357
Time:357.7911 Axis vector:(0.3, 0.6) Thumbrotation:26.97809
Time:357.8917 Axis vector:(0.3, 0.6) Thumbrotation:26.78367
Time:357.9918 Axis vector:(0.3, 0.6) Thumbrotation:26.59641
Time:358.0923 Axis vector:(0.3, 0.6) Thumbrotation:26.36895
Time:358.1931 Axis vector:(0.3, 0.6) Thumbrotation:26.02275
Time:358.2935 Axis vector:(0.3, 0.6) Thumbrotation:25.5939
-------New Trial--------
Start time:361.6678
