Start time:0.2050475
Start time:0.1293009
Start time:0.2259058
Start time:0.1436359
Time:32.87746 Axis vector:(-0.2, 0.6) Thumbrotation:-22.26585
Time:32.98857 Axis vector:(-0.2, 0.6) Thumbrotation:-21.07671
Time:33.08976 Axis vector:(-0.2, 0.6) Thumbrotation:-21.64087
Time:33.20081 Axis vector:(-0.2, 0.6) Thumbrotation:-22.00782
Time:33.30116 Axis vector:(-0.2, 0.6) Thumbrotation:-21.808
Time:33.4018 Axis vector:(-0.2, 0.5) Thumbrotation:-21.93689
Time:33.50225 Axis vector:(-0.2, 0.5) Thumbrotation:-24.65311
Time:33.60266 Axis vector:(-0.2, 0.5) Thumbrotation:-22.51333
Time:33.70497 Axis vector:(-0.2, 0.5) Thumbrotation:-23.49131
Time:33.8151 Axis vector:(-0.2, 0.5) Thumbrotation:-22.38383
Time:33.91556 Axis vector:(-0.2, 0.5) Thumbrotation:-21.89268
Time:34.01605 Axis vector:(-0.2, 0.5) Thumbrotation:-22.16925
Time:34.11792 Axis vector:(-0.2, 0.5) Thumbrotation:-23.39883
Time:34.22842 Axis vector:(-0.2, 0.5) Thumbrotation:-22.14078
Time:34.32875 Axis vector:(-0.2, 0.5) Thumbrotation:-24.43085
Time:34.42927 Axis vector:(-0.2, 0.5) Thumbrotation:-24.55005
Time:34.52973 Axis vector:(-0.2, 0.5) Thumbrotation:-24.60389
Time:34.63134 Axis vector:(-0.2, 0.5) Thumbrotation:-23.35546
Time:34.74292 Axis vector:(-0.2, 0.5) Thumbrotation:-23.26423
Time:34.84359 Axis vector:(-0.2, 0.5) Thumbrotation:-23.15452
Time:34.95433 Axis vector:(-0.2, 0.5) Thumbrotation:-23.25694
Time:35.05587 Axis vector:(-0.2, 0.5) Thumbrotation:-23.37735
Time:35.15621 Axis vector:(-0.2, 0.5) Thumbrotation:-23.10211
Time:35.26704 Axis vector:(-0.2, 0.5) Thumbrotation:-22.29657
Time:35.37358 Axis vector:(-0.2, 0.5) Thumbrotation:-21.35462
Time:35.47927 Axis vector:(-0.2, 0.5) Thumbrotation:-20.81797
Time:35.57973 Axis vector:(-0.2, 0.5) Thumbrotation:-20.47133
Time:35.6815 Axis vector:(-0.2, 0.5) Thumbrotation:-20.89993
Time:35.79202 Axis vector:(-0.2, 0.5) Thumbrotation:-22.02305
Time:35.89244 Axis vector:(-0.2, 0.5) Thumbrotation:-22.58734
Time:35.99302 Axis vector:(-0.2, 0.5) Thumbrotation:-22.69233
Time:36.09343 Axis vector:(-0.2, 0.5) Thumbrotation:-22.69993
Time:36.19414 Axis vector:(-0.2, 0.5) Thumbrotation:-22.68767
Time:36.29473 Axis vector:(-0.2, 0.5) Thumbrotation:-22.79896
Time:36.39518 Axis vector:(-0.2, 0.5) Thumbrotation:-22.95508
Time:36.4957 Axis vector:(-0.2, 0.5) Thumbrotation:-23.58235
Time:36.59729 Axis vector:(-0.2, 0.5) Thumbrotation:-24.82292
Time:36.70787 Axis vector:(-0.3, 0.5) Thumbrotation:-26.13529
Time:36.80839 Axis vector:(-0.3, 0.5) Thumbrotation:-26.83024
Time:36.90902 Axis vector:(-0.3, 0.5) Thumbrotation:-27.29592
Time:37.0098 Axis vector:(-0.3, 0.5) Thumbrotation:-27.93206
Time:37.11006 Axis vector:(-0.3, 0.5) Thumbrotation:-28.88806
Time:37.21057 Axis vector:(-0.2, 0.5) Thumbrotation:-27.60001
Time:37.31111 Axis vector:(-0.2, 0.4) Thumbrotation:-27.03787
Time:37.41166 Axis vector:(-0.2, 0.4) Thumbrotation:-26.97526
Time:37.51223 Axis vector:(-0.2, 0.4) Thumbrotation:-27.28085
Time:37.61277 Axis vector:(-0.2, 0.4) Thumbrotation:-27.50681
Time:37.71315 Axis vector:(-0.3, 0.5) Thumbrotation:-28.02126
Time:37.81362 Axis vector:(-0.3, 0.5) Thumbrotation:-28.21632
Time:37.91498 Axis vector:(-0.2, 0.5) Thumbrotation:-27.39355
Time:38.01572 Axis vector:(-0.2, 0.5) Thumbrotation:-26.91198
Time:38.1161 Axis vector:(-0.2, 0.5) Thumbrotation:-27.33571
Time:38.22812 Axis vector:(-0.3, 0.5) Thumbrotation:-28.60034
Time:38.33941 Axis vector:(-0.3, 0.5) Thumbrotation:-29.04264
Time:38.44102 Axis vector:(-0.3, 0.5) Thumbrotation:-28.53106
Time:38.55088 Axis vector:(-0.2, 0.5) Thumbrotation:-28.31314
Time:38.65138 Axis vector:(-0.2, 0.5) Thumbrotation:-27.25227
Time:38.75208 Axis vector:(-0.2, 0.5) Thumbrotation:-26.66548
Time:38.85265 Axis vector:(-0.2, 0.5) Thumbrotation:-26.62093
Time:38.95417 Axis vector:(-0.3, 0.5) Thumbrotation:-24.84166
Time:39.05432 Axis vector:(-0.2, 0.6) Thumbrotation:-21.72459
Time:42.58315 Axis vector:(-0.3, 0.7) Thumbrotation:-22.21123
Time:42.68494 Axis vector:(-0.3, 0.7) Thumbrotation:-21.06663
Time:42.79542 Axis vector:(-0.2, 0.7) Thumbrotation:-18.73848
Time:42.89588 Axis vector:(-0.2, 0.7) Thumbrotation:-14.21168
Time:42.99645 Axis vector:(-0.2, 0.7) Thumbrotation:-12.44001
Time:43.09691 Axis vector:(-0.1, 0.7) Thumbrotation:-11.84653
Time:43.19746 Axis vector:(-0.1, 0.7) Thumbrotation:-11.60186
Time:43.29799 Axis vector:(-0.1, 0.7) Thumbrotation:-11.49718
Time:43.39899 Axis vector:(-0.1, 0.7) Thumbrotation:-11.65854
Time:43.49899 Axis vector:(-0.1, 0.7) Thumbrotation:-11.56959
Time:43.5995 Axis vector:(-0.1, 0.7) Thumbrotation:-11.39847
Time:44.71642 Axis vector:(-0.1, 0.8) Thumbrotation:-5.161259
Time:44.81709 Axis vector:(-0.1, 0.8) Thumbrotation:-5.642086
Time:44.91781 Axis vector:(0.0, 0.7) Thumbrotation:-3.513239
Time:45.01823 Axis vector:(0.0, 0.7) Thumbrotation:-1.809484
Time:45.11861 Axis vector:(0.0, 0.7) Thumbrotation:-1.523028
Time:45.21917 Axis vector:(0.0, 0.7) Thumbrotation:-1.453334
Time:45.31966 Axis vector:(0.0, 0.7) Thumbrotation:-1.437766
Time:45.42029 Axis vector:(0.0, 0.7) Thumbrotation:-1.79286
Time:45.52092 Axis vector:(0.0, 0.7) Thumbrotation:-2.023811
Time:45.62129 Axis vector:(0.0, 0.7) Thumbrotation:-2.462674
Start time:0.1847755
Start time:0.2052912
-------New Trial--------
Start time:23.44011
-------New Trial--------
Start time:41.87793
-------New Trial--------
Start time:55.45901
-------New Trial--------
Start time:76.23653
-------New Trial--------
Start time:88.999
-------New Trial--------
Start time:97.65154
-------New Trial--------
Start time:117.4995
Time:143.7346 Axis vector:(0.9, -0.3) Thumbrotation:109.4294
Time:143.835 Axis vector:(0.9, -0.4) Thumbrotation:115.263
Time:143.9357 Axis vector:(0.9, -0.4) Thumbrotation:116.0503
Time:144.0362 Axis vector:(0.9, -0.4) Thumbrotation:112.8383
Time:144.1367 Axis vector:(0.9, -0.3) Thumbrotation:109.9398
Time:144.2373 Axis vector:(0.9, -0.4) Thumbrotation:112.8978
Time:144.3377 Axis vector:(0.9, -0.4) Thumbrotation:115.7688
Time:144.4382 Axis vector:(0.9, -0.4) Thumbrotation:116.323
Time:144.6392 Axis vector:(-0.8, -0.4) Thumbrotation:-114.4728
Time:144.74 Axis vector:(-0.8, -0.2) Thumbrotation:-104.4928
Time:144.8403 Axis vector:(-0.8, -0.2) Thumbrotation:-101.31
Time:144.9408 Axis vector:(-0.8, 0.0) Thumbrotation:-88.74851
Time:145.0413 Axis vector:(-0.7, 0.3) Thumbrotation:-68.0525
Time:145.1418 Axis vector:(-0.6, 0.4) Thumbrotation:-57.92539
-------New Trial--------
-------New Trial--------
-------New Trial--------
-------New Trial--------
-------New Trial--------
-------New Trial--------
-------New Trial--------
Start time:211.4387
Time:222.9133 Axis vector:(-0.6, 0.8) Thumbrotation:-38.65117
