Start time:0.2050475
Start time:0.1293009
Start time:0.2259058
Start time:0.1436359
Time:101.7446 Axis vector:(-0.4, 0.2) Thumbrotation:-61.06321
Time:101.8452 Axis vector:(-0.4, 0.2) Thumbrotation:-60.99409
Time:101.9457 Axis vector:(-0.4, 0.2) Thumbrotation:-60.95014
Time:102.0462 Axis vector:(-0.3, 0.2) Thumbrotation:-60.86302
Time:102.1467 Axis vector:(-0.3, 0.2) Thumbrotation:-60.75855
Time:102.2472 Axis vector:(-0.3, 0.2) Thumbrotation:-60.70975
Time:102.3477 Axis vector:(-0.3, 0.2) Thumbrotation:-60.46178
Time:102.4485 Axis vector:(-0.3, 0.2) Thumbrotation:-60.13263
Time:102.5488 Axis vector:(-0.3, 0.2) Thumbrotation:-59.75865
Time:102.6494 Axis vector:(-0.3, 0.2) Thumbrotation:-59.51652
Time:102.7499 Axis vector:(-0.3, 0.2) Thumbrotation:-59.36192
Time:102.8504 Axis vector:(-0.3, 0.2) Thumbrotation:-59.32292
Time:102.9513 Axis vector:(-0.3, 0.2) Thumbrotation:-58.1083
Time:103.0514 Axis vector:(-0.3, 0.4) Thumbrotation:-34.46171
Time:103.152 Axis vector:(0.0, 0.8) Thumbrotation:-1.896614
Time:103.2525 Axis vector:(0.0, 0.8) Thumbrotation:0.08622923
Time:103.3532 Axis vector:(0.0, 0.8) Thumbrotation:-1.443607
Time:103.4535 Axis vector:(-0.1, 0.8) Thumbrotation:-3.660409
Time:103.5545 Axis vector:(-0.1, 0.8) Thumbrotation:-4.549843
Time:103.6548 Axis vector:(-0.1, 0.8) Thumbrotation:-5.004451
Time:103.7552 Axis vector:(-0.1, 0.7) Thumbrotation:-5.168087
Time:103.8557 Axis vector:(-0.1, 0.7) Thumbrotation:-4.802405
Time:103.9562 Axis vector:(-0.1, 0.7) Thumbrotation:-4.311707
Time:104.0567 Axis vector:(-0.1, 0.7) Thumbrotation:-4.105369
Time:104.1572 Axis vector:(-0.1, 0.7) Thumbrotation:-4.181653
Time:104.2579 Axis vector:(-0.1, 0.7) Thumbrotation:-4.497146
Time:104.3583 Axis vector:(-0.1, 0.7) Thumbrotation:-4.928991
Time:104.4589 Axis vector:(-0.1, 0.7) Thumbrotation:-5.266038
Time:104.5593 Axis vector:(-0.1, 0.7) Thumbrotation:-5.381283
Time:104.6599 Axis vector:(-0.1, 0.7) Thumbrotation:-5.112283
Time:104.7606 Axis vector:(-0.1, 0.6) Thumbrotation:-4.842581
Time:104.8609 Axis vector:(-0.1, 0.6) Thumbrotation:-4.624063
Time:104.9615 Axis vector:(0.0, 0.6) Thumbrotation:-4.354331
Time:105.0621 Axis vector:(0.0, 0.6) Thumbrotation:-4.156427
Time:105.1626 Axis vector:(0.0, 0.6) Thumbrotation:-3.923411
Time:105.2631 Axis vector:(0.0, 0.6) Thumbrotation:-3.70248
Time:105.3638 Axis vector:(0.0, 0.6) Thumbrotation:-3.531582
Time:105.464 Axis vector:(0.0, 0.6) Thumbrotation:-3.401567
Time:105.5648 Axis vector:(0.0, 0.6) Thumbrotation:-3.269502
Time:105.6651 Axis vector:(0.0, 0.6) Thumbrotation:-3.127563
Time:105.7657 Axis vector:(0.0, 0.6) Thumbrotation:-3.053963
Time:105.8662 Axis vector:(0.0, 0.6) Thumbrotation:-3.013633
Time:105.9668 Axis vector:(0.0, 0.6) Thumbrotation:-3.016036
Time:106.0673 Axis vector:(0.0, 0.6) Thumbrotation:-3.040987
Time:106.1678 Axis vector:(0.0, 0.6) Thumbrotation:-3.047225
Time:106.2682 Axis vector:(0.0, 0.6) Thumbrotation:-3.03351
Time:106.3689 Axis vector:(0.0, 0.6) Thumbrotation:-2.979073
Time:106.4692 Axis vector:(0.0, 0.6) Thumbrotation:-2.929909
Time:106.5698 Axis vector:(0.0, 0.6) Thumbrotation:-2.87249
Time:106.6705 Axis vector:(0.0, 0.6) Thumbrotation:-2.818279
Time:106.7709 Axis vector:(0.0, 0.6) Thumbrotation:-2.79183
Time:106.8715 Axis vector:(0.0, 0.6) Thumbrotation:-3.004917
Time:106.972 Axis vector:(0.0, 0.6) Thumbrotation:-3.288667
Time:107.0726 Axis vector:(0.0, 0.6) Thumbrotation:-3.552588
Time:107.1731 Axis vector:(0.0, 0.6) Thumbrotation:-3.745177
Time:107.2736 Axis vector:(0.0, 0.6) Thumbrotation:-3.949825
Time:107.374 Axis vector:(0.0, 0.6) Thumbrotation:-4.157747
Time:107.4746 Axis vector:(0.0, 0.6) Thumbrotation:-4.444309
Time:107.5752 Axis vector:(-0.1, 0.6) Thumbrotation:-4.597851
Time:107.6758 Axis vector:(-0.1, 0.6) Thumbrotation:-4.622622
Time:107.7763 Axis vector:(-0.1, 0.6) Thumbrotation:-4.603088
Time:107.8767 Axis vector:(-0.1, 0.6) Thumbrotation:-4.580094
Time:107.9772 Axis vector:(-0.1, 0.6) Thumbrotation:-4.553802
Time:108.0777 Axis vector:(0.0, 0.6) Thumbrotation:-4.502326
Time:108.181 Axis vector:(0.0, 0.6) Thumbrotation:-4.436987
Time:108.2901 Axis vector:(0.0, 0.6) Thumbrotation:-4.39748
Time:108.3906 Axis vector:(0.0, 0.6) Thumbrotation:-4.328979
Time:108.491 Axis vector:(0.0, 0.6) Thumbrotation:-4.162642
Time:108.5915 Axis vector:(0.0, 0.6) Thumbrotation:-3.6974
Time:108.6921 Axis vector:(0.0, 0.6) Thumbrotation:-3.044269
Time:108.7926 Axis vector:(0.0, 0.7) Thumbrotation:-2.506006
Time:108.8933 Axis vector:(0.0, 0.7) Thumbrotation:-2.245505
Time:108.9937 Axis vector:(0.0, 0.7) Thumbrotation:-2.288927
Time:109.0942 Axis vector:(0.0, 0.7) Thumbrotation:-2.362646
Time:109.1955 Axis vector:(0.0, 0.7) Thumbrotation:-2.412813
Time:109.2956 Axis vector:(0.0, 0.7) Thumbrotation:-1.964832
Time:109.3959 Axis vector:(0.0, 0.6) Thumbrotation:0.690405
Time:109.4966 Axis vector:(0.1, 0.6) Thumbrotation:9.692842
Time:109.5969 Axis vector:(0.1, 0.6) Thumbrotation:14.08752
Time:109.6974 Axis vector:(0.2, 0.5) Thumbrotation:16.53068
Time:109.798 Axis vector:(0.2, 0.5) Thumbrotation:18.9867
Time:109.8986 Axis vector:(0.2, 0.5) Thumbrotation:20.75714
Time:109.9989 Axis vector:(0.2, 0.5) Thumbrotation:22.11608
Time:110.0995 Axis vector:(0.2, 0.5) Thumbrotation:22.86451
Time:110.2001 Axis vector:(0.2, 0.5) Thumbrotation:23.2461
Time:110.3005 Axis vector:(0.2, 0.5) Thumbrotation:23.36341
Time:110.4011 Axis vector:(0.2, 0.5) Thumbrotation:23.30424
Time:110.5017 Axis vector:(0.2, 0.5) Thumbrotation:23.27149
Time:110.6021 Axis vector:(0.2, 0.5) Thumbrotation:23.11058
Time:110.7025 Axis vector:(0.2, 0.6) Thumbrotation:23.65938
Time:110.8033 Axis vector:(0.3, 0.6) Thumbrotation:26.31831
Time:110.9039 Axis vector:(0.3, 0.5) Thumbrotation:29.47248
Time:111.0043 Axis vector:(0.3, 0.5) Thumbrotation:30.5338
Time:111.1048 Axis vector:(0.3, 0.5) Thumbrotation:29.78046
Time:111.2051 Axis vector:(0.3, 0.5) Thumbrotation:28.81645
Time:111.3057 Axis vector:(0.3, 0.5) Thumbrotation:27.54095
Time:111.4065 Axis vector:(0.3, 0.5) Thumbrotation:26.27251
Time:111.507 Axis vector:(0.2, 0.5) Thumbrotation:24.46434
Time:111.6075 Axis vector:(0.2, 0.5) Thumbrotation:22.97774
Time:111.7081 Axis vector:(0.2, 0.5) Thumbrotation:22.05123
Time:111.8085 Axis vector:(0.2, 0.5) Thumbrotation:21.46454
Time:111.9091 Axis vector:(0.2, 0.6) Thumbrotation:21.03679
Time:112.0096 Axis vector:(0.2, 0.6) Thumbrotation:20.61298
Time:112.11 Axis vector:(0.2, 0.6) Thumbrotation:20.23985
Time:112.2107 Axis vector:(0.2, 0.6) Thumbrotation:19.93554
Time:112.3112 Axis vector:(0.2, 0.6) Thumbrotation:19.62586
Time:112.4117 Axis vector:(0.2, 0.6) Thumbrotation:19.43944
Time:112.5121 Axis vector:(0.2, 0.6) Thumbrotation:19.27628
Time:112.6127 Axis vector:(0.2, 0.5) Thumbrotation:18.96544
Time:112.7132 Axis vector:(0.2, 0.6) Thumbrotation:18.26832
Time:112.8138 Axis vector:(0.2, 0.6) Thumbrotation:17.12083
Time:112.9143 Axis vector:(0.2, 0.6) Thumbrotation:15.43906
Time:113.0148 Axis vector:(0.2, 0.6) Thumbrotation:14.29682
Time:113.1153 Axis vector:(0.1, 0.6) Thumbrotation:13.87657
Time:113.2158 Axis vector:(0.2, 0.6) Thumbrotation:14.04427
Time:113.3164 Axis vector:(0.2, 0.6) Thumbrotation:14.23258
Time:113.4168 Axis vector:(0.2, 0.6) Thumbrotation:14.23456
Time:113.5175 Axis vector:(0.2, 0.6) Thumbrotation:14.12407
Time:113.6179 Axis vector:(0.2, 0.6) Thumbrotation:14.02522
Time:113.7186 Axis vector:(0.2, 0.6) Thumbrotation:13.90043
Time:113.819 Axis vector:(0.2, 0.6) Thumbrotation:13.65544
Time:113.9198 Axis vector:(0.1, 0.6) Thumbrotation:13.36676
Time:114.0201 Axis vector:(0.1, 0.6) Thumbrotation:13.27055
Time:114.1205 Axis vector:(0.1, 0.6) Thumbrotation:13.04834
Time:114.221 Axis vector:(0.1, 0.6) Thumbrotation:11.55766
Time:114.3216 Axis vector:(0.0, 0.7) Thumbrotation:3.3319
Time:114.4222 Axis vector:(0.0, 0.9) Thumbrotation:-0.3533245
Time:114.5228 Axis vector:(0.0, 0.9) Thumbrotation:-1.623653
Time:114.6233 Axis vector:(0.0, 0.9) Thumbrotation:-1.538878
Time:114.7238 Axis vector:(0.0, 0.9) Thumbrotation:-1.043052
Time:114.8244 Axis vector:(0.0, 0.9) Thumbrotation:-0.8132511
Time:114.925 Axis vector:(0.0, 0.9) Thumbrotation:-0.05233916
Time:115.0255 Axis vector:(0.0, 0.9) Thumbrotation:1.063305
Time:115.126 Axis vector:(0.0, 0.8) Thumbrotation:3.100215
Time:115.2264 Axis vector:(0.1, 0.8) Thumbrotation:7.105476
Time:115.3269 Axis vector:(0.1, 0.8) Thumbrotation:6.112183
Time:115.4274 Axis vector:(0.0, 0.8) Thumbrotation:-0.5377761
Time:115.5283 Axis vector:(-0.1, 0.8) Thumbrotation:-4.211939
Time:115.729 Axis vector:(-1.0, 0.0) Thumbrotation:-87.34986
Time:115.8296 Axis vector:(-1.0, 0.0) Thumbrotation:-91.96773
Time:115.9302 Axis vector:(-1.0, 0.0) Thumbrotation:-92.9097
Time:116.0307 Axis vector:(-1.0, -0.1) Thumbrotation:-93.00466
Time:116.1311 Axis vector:(-1.0, 0.0) Thumbrotation:-89.97868
Time:116.2317 Axis vector:(-1.0, 0.0) Thumbrotation:-89.35755
Time:116.3321 Axis vector:(-1.0, 0.0) Thumbrotation:-89.35755
Time:116.4334 Axis vector:(-1.0, 0.0) Thumbrotation:-89.35755
Time:116.5445 Axis vector:(-1.0, 0.0) Thumbrotation:-89.35755
Time:116.6449 Axis vector:(-1.0, 0.0) Thumbrotation:-89.35755
Time:116.7454 Axis vector:(-1.0, 0.0) Thumbrotation:-89.35755
Time:116.8461 Axis vector:(-1.0, 0.0) Thumbrotation:-89.10725
Time:116.9466 Axis vector:(-1.0, 0.0) Thumbrotation:-89.10725
Time:117.0471 Axis vector:(-1.0, 0.0) Thumbrotation:-89.10725
Time:117.1477 Axis vector:(-1.0, 0.0) Thumbrotation:-89.10725
Time:117.2482 Axis vector:(-1.0, 0.0) Thumbrotation:-89.10725
Time:117.3512 Axis vector:(-1.0, 0.0) Thumbrotation:-89.10725
Time:117.4603 Axis vector:(-1.0, 0.0) Thumbrotation:-89.10725
Time:117.5608 Axis vector:(-1.0, 0.0) Thumbrotation:-89.10725
Time:117.6613 Axis vector:(-1.0, 0.0) Thumbrotation:-87.79925
Time:117.7619 Axis vector:(-1.0, 0.1) Thumbrotation:-87.11196
Time:117.8626 Axis vector:(-1.0, 0.0) Thumbrotation:-87.26666
Time:117.963 Axis vector:(-1.0, 0.0) Thumbrotation:-87.32049
Time:118.0635 Axis vector:(-1.0, 0.1) Thumbrotation:-86.88399
Time:118.164 Axis vector:(-1.0, 0.1) Thumbrotation:-86.46857
Time:118.2645 Axis vector:(-1.0, 0.1) Thumbrotation:-86.10754
Time:118.3651 Axis vector:(-1.0, 0.1) Thumbrotation:-86.46859
Time:118.4656 Axis vector:(-1.0, 0.1) Thumbrotation:-86.4023
Time:118.5662 Axis vector:(-1.0, 0.1) Thumbrotation:-86.4023
Time:118.6666 Axis vector:(-1.0, 0.1) Thumbrotation:-85.95926
Time:118.7672 Axis vector:(-1.0, 0.1) Thumbrotation:-86.12776
Time:118.8677 Axis vector:(-1.0, 0.1) Thumbrotation:-85.74969
Time:118.9682 Axis vector:(-1.0, 0.1) Thumbrotation:-84.16373
Time:119.0688 Axis vector:(-1.0, 0.1) Thumbrotation:-84.46212
Time:119.1692 Axis vector:(-1.0, 0.1) Thumbrotation:-83.66647
Time:119.2697 Axis vector:(-1.0, 0.1) Thumbrotation:-82.57824
Time:119.3703 Axis vector:(-1.0, 0.2) Thumbrotation:-81.23691
Time:119.4709 Axis vector:(-1.0, 0.1) Thumbrotation:-84.42844
Time:119.5715 Axis vector:(-1.0, 0.1) Thumbrotation:-85.98402
Time:119.6721 Axis vector:(-1.0, 0.1) Thumbrotation:-86.72188
Time:119.7725 Axis vector:(-0.9, 0.0) Thumbrotation:-89.06414
Time:119.8731 Axis vector:(-0.9, -0.1) Thumbrotation:-95.91589
Time:119.9735 Axis vector:(-0.9, -0.3) Thumbrotation:-105.6418
Time:120.074 Axis vector:(-0.8, -0.3) Thumbrotation:-107.7812
Time:120.1745 Axis vector:(-0.7, -0.3) Thumbrotation:-109.827
Time:120.2753 Axis vector:(-0.7, -0.3) Thumbrotation:-112.6801
Time:120.3756 Axis vector:(-0.7, -0.3) Thumbrotation:-114.122
Time:120.4761 Axis vector:(-0.6, -0.3) Thumbrotation:-118.3275
Time:120.5766 Axis vector:(-0.6, -0.3) Thumbrotation:-116.5538
Time:120.6772 Axis vector:(-0.6, -0.3) Thumbrotation:-111.3621
Time:120.7779 Axis vector:(-0.7, -0.3) Thumbrotation:-114.8379
Time:120.8781 Axis vector:(-0.6, -0.7) Thumbrotation:-138.9482
Time:122.8113 Axis vector:(0.2, -0.3) Thumbrotation:148.7528
Time:122.9116 Axis vector:(0.3, 0.2) Thumbrotation:56.06311
Time:123.0123 Axis vector:(0.4, 0.8) Thumbrotation:26.99432
Time:123.1126 Axis vector:(0.4, 0.9) Thumbrotation:24.5556
Time:123.213 Axis vector:(0.5, 0.9) Thumbrotation:31.89833
Time:123.4143 Axis vector:(0.4, 0.9) Thumbrotation:24.40646
Time:123.5149 Axis vector:(0.4, 0.9) Thumbrotation:22.30799
Time:123.6156 Axis vector:(0.3, 0.9) Thumbrotation:20.3225
Time:123.716 Axis vector:(0.3, 0.9) Thumbrotation:20.08356
Time:123.8166 Axis vector:(0.3, 0.8) Thumbrotation:17.2645
Time:123.928 Axis vector:(0.2, 0.8) Thumbrotation:13.96346
Time:124.0281 Axis vector:(0.2, 0.9) Thumbrotation:10.10007
Time:124.1288 Axis vector:(0.1, 0.9) Thumbrotation:8.170487
Time:124.2309 Axis vector:(0.1, 0.8) Thumbrotation:10.03633
Time:124.3313 Axis vector:(-0.2, 0.6) Thumbrotation:-17.84467
Time:124.4319 Axis vector:(-0.5, 0.4) Thumbrotation:-53.47545
Time:124.5324 Axis vector:(-0.5, -0.3) Thumbrotation:-116.3736
Time:124.6331 Axis vector:(0.2, -0.9) Thumbrotation:170.1408
Time:126.7439 Axis vector:(-0.4, 0.6) Thumbrotation:-32.87786
Time:126.8456 Axis vector:(-0.3, 0.8) Thumbrotation:-22.3025
Time:126.9553 Axis vector:(-0.2, 1.0) Thumbrotation:-14.00809
Time:127.056 Axis vector:(-0.1, 1.0) Thumbrotation:-6.492473
Time:127.1566 Axis vector:(0.0, 0.9) Thumbrotation:-2.713826
Time:127.2573 Axis vector:(0.0, 0.9) Thumbrotation:-2.398085
Time:127.3577 Axis vector:(0.0, 0.9) Thumbrotation:-0.6507192
Time:127.4582 Axis vector:(0.0, 0.9) Thumbrotation:0.6889865
Time:127.5586 Axis vector:(0.1, 0.6) Thumbrotation:8.059879
Time:127.659 Axis vector:(0.3, 0.6) Thumbrotation:24.62773
Time:127.7597 Axis vector:(0.5, 0.5) Thumbrotation:42.60905
Start time:0.1487651
Time:1.024266 Axis vector:(-0.8, -0.4) Thumbrotation:-118.5461
Time:1.124843 Axis vector:(-0.7, -0.4) Thumbrotation:-119.726
Time:1.225298 Axis vector:(-0.7, -0.2) Thumbrotation:-106.1996
Time:1.325963 Axis vector:(-0.8, -0.1) Thumbrotation:-96.73158
Time:1.426575 Axis vector:(-0.8, -0.1) Thumbrotation:-97.27119
Time:1.627844 Axis vector:(-0.7, -0.2) Thumbrotation:-103.3031
Time:1.728272 Axis vector:(-0.6, -0.1) Thumbrotation:-103.0324
Time:1.828598 Axis vector:(-0.6, -0.1) Thumbrotation:-100.968
Time:2.230814 Axis vector:(-0.6, -0.3) Thumbrotation:-115.5978
Time:2.331379 Axis vector:(-0.6, 0.0) Thumbrotation:-90.55901
Time:2.431972 Axis vector:(-0.1, 0.7) Thumbrotation:-7.818261
Time:2.532313 Axis vector:(-0.1, 0.7) Thumbrotation:-6.35175
Time:2.633094 Axis vector:(-0.1, 0.6) Thumbrotation:-5.443198
Time:2.733571 Axis vector:(0.0, 0.6) Thumbrotation:-3.542985
Time:2.833878 Axis vector:(0.0, 0.6) Thumbrotation:-2.657486
Time:2.934514 Axis vector:(0.0, 0.5) Thumbrotation:-2.220701
Time:3.034959 Axis vector:(0.0, 0.5) Thumbrotation:-1.975065
Time:3.135577 Axis vector:(0.0, 0.5) Thumbrotation:-1.883256
Time:3.23619 Axis vector:(0.0, 0.5) Thumbrotation:-1.859201
Time:3.33677 Axis vector:(0.0, 0.5) Thumbrotation:-1.822201
Time:3.437065 Axis vector:(0.0, 0.5) Thumbrotation:-1.722947
Time:3.537524 Axis vector:(0.0, 0.5) Thumbrotation:-1.651972
Time:3.638057 Axis vector:(0.0, 0.5) Thumbrotation:-1.561601
Time:4.442387 Axis vector:(-0.3, 0.9) Thumbrotation:-16.87548
Time:4.542983 Axis vector:(-0.3, 0.8) Thumbrotation:-17.59146
Time:4.643602 Axis vector:(-0.3, 0.8) Thumbrotation:-17.72369
Time:4.744032 Axis vector:(-0.2, 0.7) Thumbrotation:-19.11128
Time:4.844393 Axis vector:(-0.2, 0.6) Thumbrotation:-22.04477
Time:4.945068 Axis vector:(-0.3, 0.6) Thumbrotation:-24.48113
Time:5.045597 Axis vector:(-0.3, 0.5) Thumbrotation:-25.42197
Time:5.145925 Axis vector:(-0.2, 0.5) Thumbrotation:-24.77601
Time:5.246638 Axis vector:(-0.2, 0.5) Thumbrotation:-23.55401
Time:5.347181 Axis vector:(-0.2, 0.4) Thumbrotation:-22.28786
Time:5.447862 Axis vector:(-0.2, 0.3) Thumbrotation:-23.59096
Time:5.550159 Axis vector:(-0.1, 0.3) Thumbrotation:-23.05556
Time:5.659864 Axis vector:(-0.1, 0.3) Thumbrotation:-22.37474
Time:5.760326 Axis vector:(-0.1, 0.3) Thumbrotation:-22.12142
Time:5.86086 Axis vector:(-0.1, 0.4) Thumbrotation:-20.91018
Time:6.263026 Axis vector:(0.1, 0.6) Thumbrotation:6.059257
Time:6.363442 Axis vector:(0.0, 0.4) Thumbrotation:6.169806
Time:6.464258 Axis vector:(0.0, 0.4) Thumbrotation:5.177633
Time:6.564807 Axis vector:(0.0, 0.5) Thumbrotation:1.26145
Time:6.665449 Axis vector:(0.0, 0.4) Thumbrotation:1.730427
Time:6.765726 Axis vector:(0.0, 0.5) Thumbrotation:0
Time:6.866328 Axis vector:(0.0, 0.4) Thumbrotation:-1.69789
Time:6.966698 Axis vector:(0.0, 0.4) Thumbrotation:-1.033251
Time:7.067293 Axis vector:(0.0, 0.4) Thumbrotation:0.2980514
Time:7.167812 Axis vector:(0.0, 0.5) Thumbrotation:1.094679
Time:7.268244 Axis vector:(0.0, 0.4) Thumbrotation:1.476843
Time:7.368895 Axis vector:(0.0, 0.5) Thumbrotation:2.448566
Time:7.469701 Axis vector:(0.0, 0.7) Thumbrotation:0.8520276
Time:7.569913 Axis vector:(0.0, 0.6) Thumbrotation:-3.819263
Time:7.670434 Axis vector:(-0.1, 0.6) Thumbrotation:-4.841327
Time:7.771232 Axis vector:(0.0, 0.6) Thumbrotation:-4.16772
Time:7.871745 Axis vector:(0.0, 0.5) Thumbrotation:0.4168407
Time:7.971909 Axis vector:(0.0, 0.6) Thumbrotation:3.034027
Time:8.273982 Axis vector:(-0.2, 0.3) Thumbrotation:-35.24476
Time:8.374061 Axis vector:(-0.1, 0.1) Thumbrotation:-48.93695
Time:8.475002 Axis vector:(-0.1, 0.0) Thumbrotation:-74.35058
Time:8.575389 Axis vector:(-0.1, 0.0) Thumbrotation:-112.4051
Time:8.675884 Axis vector:(-0.1, 0.0) Thumbrotation:-119.223
Time:8.776488 Axis vector:(-0.1, 0.0) Thumbrotation:-118.9461
Time:8.876778 Axis vector:(-0.1, 0.0) Thumbrotation:-103.9115
Time:8.977552 Axis vector:(-0.1, 0.0) Thumbrotation:-63.60683
Time:9.078006 Axis vector:(-0.1, 0.0) Thumbrotation:-75.86779
Time:9.178447 Axis vector:(-0.1, 0.0) Thumbrotation:-67.49231
Time:9.27882 Axis vector:(-0.1, 0.1) Thumbrotation:-54.68013
Time:9.37936 Axis vector:(-0.1, 0.1) Thumbrotation:-35.8574
Time:9.480021 Axis vector:(-0.1, 0.2) Thumbrotation:-26.74146
Time:9.580374 Axis vector:(-0.1, 0.2) Thumbrotation:-23.36695
Time:9.681013 Axis vector:(-0.1, 0.1) Thumbrotation:-26.21783
Time:9.781475 Axis vector:(0.0, 0.1) Thumbrotation:-25.91152
Time:9.881985 Axis vector:(0.0, 0.1) Thumbrotation:-21.94054
Time:9.982647 Axis vector:(0.0, 0.1) Thumbrotation:-16.16901
Time:10.08332 Axis vector:(-0.1, 0.2) Thumbrotation:-21.05261
Time:10.18377 Axis vector:(-0.1, 0.2) Thumbrotation:-23.68337
Time:10.28413 Axis vector:(-0.1, 0.2) Thumbrotation:-18.54562
Time:10.38494 Axis vector:(-0.1, 0.1) Thumbrotation:-25.27783
Time:10.48537 Axis vector:(-0.1, 0.1) Thumbrotation:-26.96313
Time:10.58568 Axis vector:(-0.1, 0.1) Thumbrotation:-33.12399
Time:10.68659 Axis vector:(-0.1, 0.1) Thumbrotation:-28.10099
Time:10.78674 Axis vector:(-0.1, 0.1) Thumbrotation:-26.86707
Time:10.88736 Axis vector:(-0.1, 0.1) Thumbrotation:-27.40989
Time:10.98792 Axis vector:(-0.1, 0.1) Thumbrotation:-26.45461
Time:11.08824 Axis vector:(-0.1, 0.1) Thumbrotation:-23.28185
Time:11.1889 Axis vector:(-0.1, 0.1) Thumbrotation:-24.60845
Time:11.28943 Axis vector:(-0.1, 0.1) Thumbrotation:-25.0944
Time:11.39036 Axis vector:(-0.1, 0.1) Thumbrotation:-27.70854
Time:11.49036 Axis vector:(-0.1, 0.2) Thumbrotation:-25.17839
Time:11.59092 Axis vector:(-0.1, 0.2) Thumbrotation:-24.27738
Time:11.69143 Axis vector:(-0.1, 0.2) Thumbrotation:-20.75643
Time:11.79196 Axis vector:(-0.1, 0.2) Thumbrotation:-19.8941
Time:11.89255 Axis vector:(-0.1, 0.2) Thumbrotation:-19.02827
Time:11.99316 Axis vector:(-0.1, 0.2) Thumbrotation:-18.18151
Time:12.09366 Axis vector:(-0.1, 0.2) Thumbrotation:-16.60961
Time:12.1941 Axis vector:(0.0, 0.2) Thumbrotation:-14.14231
Time:12.2949 Axis vector:(0.0, 0.2) Thumbrotation:-11.87544
Time:12.39559 Axis vector:(0.0, 0.2) Thumbrotation:-11.87544
Time:12.49603 Axis vector:(0.0, 0.2) Thumbrotation:-11.87544
Time:12.59632 Axis vector:(0.0, 0.2) Thumbrotation:-11.87544
Time:12.6969 Axis vector:(0.0, 0.2) Thumbrotation:-11.87544
Time:12.7973 Axis vector:(0.0, 0.2) Thumbrotation:-11.87544
Time:12.89816 Axis vector:(0.0, 0.2) Thumbrotation:-11.87544
Time:12.99834 Axis vector:(0.0, 0.2) Thumbrotation:-11.87544
Time:13.09875 Axis vector:(0.0, 0.2) Thumbrotation:-11.87544
Time:13.19948 Axis vector:(0.0, 0.2) Thumbrotation:-11.87544
Time:13.29984 Axis vector:(0.0, 0.2) Thumbrotation:-11.87544
Time:13.40039 Axis vector:(0.0, 0.2) Thumbrotation:-11.87544
Time:13.50105 Axis vector:(0.0, 0.2) Thumbrotation:-11.87544
Time:13.60167 Axis vector:(0.0, 0.2) Thumbrotation:-11.87544
Time:13.70201 Axis vector:(0.0, 0.2) Thumbrotation:-11.87544
Time:13.80258 Axis vector:(0.0, 0.2) Thumbrotation:-11.87544
Time:13.90318 Axis vector:(0.0, 0.2) Thumbrotation:-11.87544
Time:14.00406 Axis vector:(0.0, 0.2) Thumbrotation:-11.87544
Time:14.1043 Axis vector:(0.0, 0.2) Thumbrotation:-11.87544
Time:14.20476 Axis vector:(0.0, 0.2) Thumbrotation:-11.87544
Time:14.3052 Axis vector:(0.0, 0.2) Thumbrotation:-11.87544
Time:14.40568 Axis vector:(0.0, 0.2) Thumbrotation:-11.87544
Time:14.50625 Axis vector:(0.0, 0.2) Thumbrotation:-11.87544
Time:14.60676 Axis vector:(0.0, 0.2) Thumbrotation:-11.87544
Time:14.70743 Axis vector:(0.0, 0.2) Thumbrotation:-11.87544
Time:14.8079 Axis vector:(0.0, 0.2) Thumbrotation:-11.87544
Time:14.90828 Axis vector:(0.0, 0.2) Thumbrotation:-11.87544
Time:15.00896 Axis vector:(0.0, 0.2) Thumbrotation:-11.87544
Time:15.10935 Axis vector:(0.0, 0.2) Thumbrotation:-11.87544
Time:15.20995 Axis vector:(0.0, 0.2) Thumbrotation:-11.87544
Time:15.31055 Axis vector:(0.0, 0.2) Thumbrotation:-11.87544
Time:15.41113 Axis vector:(0.0, 0.2) Thumbrotation:-11.87544
Time:15.51151 Axis vector:(0.0, 0.2) Thumbrotation:-11.87544
Time:15.61209 Axis vector:(0.0, 0.2) Thumbrotation:-11.87544
Time:15.71286 Axis vector:(0.0, 0.2) Thumbrotation:-11.87544
Time:15.8132 Axis vector:(0.0, 0.2) Thumbrotation:-11.87544
Time:15.91369 Axis vector:(0.0, 0.2) Thumbrotation:-11.87544
Time:16.01413 Axis vector:(0.0, 0.2) Thumbrotation:-11.87544
Time:16.11474 Axis vector:(0.0, 0.2) Thumbrotation:-11.87544
Time:16.21525 Axis vector:(0.0, 0.2) Thumbrotation:-11.87544
Time:16.31602 Axis vector:(0.0, 0.2) Thumbrotation:-11.87544
Time:16.41628 Axis vector:(0.0, 0.2) Thumbrotation:-11.87544
Time:16.51675 Axis vector:(0.0, 0.2) Thumbrotation:-11.87544
Time:16.61728 Axis vector:(0.0, 0.2) Thumbrotation:-11.87544
Time:16.71809 Axis vector:(0.0, 0.2) Thumbrotation:-11.87544
Time:16.81836 Axis vector:(0.0, 0.2) Thumbrotation:-11.87544
Time:16.91892 Axis vector:(0.0, 0.3) Thumbrotation:-7.193912
Time:17.01968 Axis vector:(0.0, 0.4) Thumbrotation:3.539723
Time:17.11998 Axis vector:(0.1, 0.4) Thumbrotation:8.276545
Time:17.22057 Axis vector:(0.1, 0.3) Thumbrotation:10.57725
